fold,sample,protein,spearman,pearson,namesake_spearman,n_spots
holdout_tonsil,D1TNSL,VIM,0.4685729022583058,0.4233367145061493,,4503
holdout_breast_cancer,A1LN,ACTA2,-0.2841428510021821,-0.23951105773448944,0.18879948630735852,3394
holdout_breast_cancer,A1LN,BCL2,0.34243789733198604,0.0760720744729042,0.15647869172869175,3394
holdout_breast_cancer,A1LN,CCR7,0.2182083645794746,0.35360878705978394,0.18106180684323625,3394
holdout_breast_cancer,A1LN,CD14,-0.21236929815682337,-0.14857235550880432,-0.0008498758638033758,3394
holdout_breast_cancer,A1LN,CD163,-0.24390532559031644,-0.2638099491596222,0.10493255133400267,3394
holdout_breast_cancer,A1LN,CD19,0.06643723540167086,0.009074358269572258,-0.03644918730602254,3394
holdout_breast_cancer,A1LN,CD27,0.14661919109738367,0.12438233941793442,0.028579139274490982,3394
holdout_breast_cancer,A1LN,CD274,-0.03602986143103581,0.05391496792435646,,3394
holdout_breast_cancer,A1LN,CD3E,0.7281626190543112,0.7183400392532349,0.31448273680221894,3394
holdout_breast_cancer,A1LN,CD4,0.33591179700688617,0.21588170528411865,0.02810607797052522,3394
holdout_breast_cancer,A1LN,CD40,0.1575179007052152,0.1158645823597908,-0.012466496659689182,3394
holdout_breast_cancer,A1LN,CD68,-0.41548018037588624,-0.394839882850647,,3394
holdout_breast_cancer,A1LN,CD8A,0.45661101803384563,0.4078878164291382,0.1666242757036654,3394
holdout_breast_cancer,A1LN,CEACAM8,0.3311657047963417,0.3660493791103363,,3394
holdout_breast_cancer,A1LN,CR2,0.24554304241716884,0.18546897172927856,0.13483327947743293,3394
holdout_breast_cancer,A1LN,CXCR5,0.35084555731432726,0.3175063729286194,0.15980819718303063,3394
holdout_breast_cancer,A1LN,EPCAM,0.0524835946204102,0.04493222013115883,0.030884136593346538,3394
holdout_breast_cancer,A1LN,FCGR3A,0.19079481159751718,0.04152107983827591,0.00724682082662027,3394
holdout_breast_cancer,A1LN,HLA_DRA,0.3524256306940708,0.3398767113685608,,3394
holdout_breast_cancer,A1LN,ITGAM,0.340489536975488,0.3763212561607361,0.030657095499209114,3394
holdout_breast_cancer,A1LN,ITGAX,0.3177042653020105,0.2767939567565918,0.12491678182344548,3394
holdout_breast_cancer,A1LN,KRT5,0.027079800964816957,0.03646033629775047,0.008421087315135602,3394
holdout_breast_cancer,A1LN,MS4A1,0.10810081393723592,0.19263146817684174,0.20982428839512945,3394
holdout_breast_cancer,A1LN,PAX5,0.42954054358210225,0.21935133635997772,0.1279242869021218,3394
holdout_breast_cancer,A1LN,PCNA,-0.31849418025350174,-0.22864164412021637,,3394
holdout_breast_cancer,A1LN,PDCD1,0.3133878511653309,0.2149677723646164,,3394
holdout_breast_cancer,A1LN,PECAM1,-0.1985660821166326,-0.16628165543079376,0.21159423505340763,3394
holdout_breast_cancer,A1LN,PTPRC_1,0.20657455237166697,0.17180722951889038,0.03879740726921422,3394
holdout_breast_cancer,A1LN,PTPRC_2,0.3905384110193375,0.3016434907913208,0.08531263522099455,3394
holdout_breast_cancer,A1LN,SDC1,0.09290391344220919,-0.07147220522165298,0.005886040616457618,3394
holdout_breast_cancer,A1LN,VIM,-0.4662291763930819,-0.45252832770347595,,3394
holdout_breast_cancer,A1TNSL,ACTA2,0.7405421459126852,0.5978981852531433,0.26911778085746074,4329
holdout_breast_cancer,A1TNSL,BCL2,0.5253571388627328,0.5642229914665222,0.2626521594577437,4329
holdout_breast_cancer,A1TNSL,CCR7,0.28759737854188244,0.30656376481056213,0.17703927112668508,4329
holdout_breast_cancer,A1TNSL,CD14,-0.028021107009601764,-0.00205129268579185,0.020753127388220688,4329
holdout_breast_cancer,A1TNSL,CD163,0.07091289454942662,0.0639546662569046,0.061707853761876645,4329
holdout_breast_cancer,A1TNSL,CD19,0.12714894419676975,0.05157773196697235,0.15379424426344257,4329
