input,ckpt,sample,protein,isotype,pcc,spearman,std_true
proc,holdout_tonsil,A1LN,ACTA2,False,0.5572322001104972,0.47168747405269845,0.9472047090530396
proc,holdout_tonsil,A1LN,BCL2,False,0.21626127367731057,0.40009232410011475,0.4133993983268738
proc,holdout_tonsil,A1LN,CCR7,False,0.2962649896513275,0.21557587383580587,0.37162232398986816
proc,holdout_tonsil,A1LN,CD14,False,0.25721694927982286,0.2893822419418394,0.35032927989959717
proc,holdout_tonsil,A1LN,CD163,False,-0.11502955246698657,0.00709682575097756,0.4647635221481323
proc,holdout_tonsil,A1LN,CD19,False,0.3725038471284763,0.4520333866359777,0.4245547354221344
proc,holdout_tonsil,A1LN,CD27,False,0.017336913439680027,0.17907229010547582,0.3306097686290741
proc,holdout_tonsil,A1LN,CD274,False,-0.04099258643902334,-0.18683115420490468,1.2016589641571045
proc,holdout_tonsil,A1LN,CD3E,False,0.7030293182358479,0.7365368449899157,0.5856879949569702
proc,holdout_tonsil,A1LN,CD4,False,0.10510526882926789,0.32798206127315166,0.31244197487831116
proc,holdout_tonsil,A1LN,CD40,False,0.08928446139406421,0.05042615801996123,0.32575058937072754
proc,holdout_tonsil,A1LN,CD68,False,0.37605830043643007,0.3779957528541643,0.6922484040260315
proc,holdout_tonsil,A1LN,CD8A,False,0.4102538456105029,0.4604279165292725,0.5597680807113647
proc,holdout_tonsil,A1LN,CEACAM8,False,-0.004905618182161358,-0.003236196600809738,1.7214621305465698
proc,holdout_tonsil,A1LN,CR2,False,-0.035312689547302524,-0.12628950997382687,0.3152431547641754
proc,holdout_tonsil,A1LN,CXCR5,False,0.37103141969607994,0.4162075603372874,0.7962615489959717
proc,holdout_tonsil,A1LN,EPCAM,False,-0.00794200596038014,-0.04603979971990578,0.4880926012992859
proc,holdout_tonsil,A1LN,FCGR3A,False,0.17751451442758862,0.4519426411803353,2.5281803607940674
proc,holdout_tonsil,A1LN,HLA_DRA,False,0.5096673879646645,0.40450839624165924,0.8589324951171875
proc,holdout_tonsil,A1LN,ITGAM,False,0.32368644943212005,0.25859720618974036,0.6453465819358826
proc,holdout_tonsil,A1LN,ITGAX,False,0.24729274649134095,0.29466185294774716,0.7090064287185669
proc,holdout_tonsil,A1LN,KRT5,False,0.08684314431744938,0.12577087146098226,2.491554021835327
proc,holdout_tonsil,A1LN,MS4A1,False,0.2244004807925465,0.10357207699778496,0.7290773391723633
proc,holdout_tonsil,A1LN,PAX5,False,0.35150038097249825,0.2664471348234187,1.3240177631378174
proc,holdout_tonsil,A1LN,PCNA,False,-0.22873170966122744,-0.3306384706927501,0.6217760443687439
proc,holdout_tonsil,A1LN,PDCD1,False,-0.17156434918129876,-0.27069194946976805,0.4648968577384949
proc,holdout_tonsil,A1LN,PECAM1,False,0.5749893709280345,0.6210309751813188,0.4987795650959015
proc,holdout_tonsil,A1LN,PTPRC_1,False,0.21324832511430195,0.2873320727390902,0.4473893344402313
proc,holdout_tonsil,A1LN,PTPRC_2,False,0.3231530514589717,0.43240386087039845,0.5496691465377808
proc,holdout_tonsil,A1LN,SDC1,False,-0.09838771891322085,0.11745836444774535,1.2163556814193726
proc,holdout_tonsil,A1LN,VIM,False,-0.14137015104225722,0.13599476361011045,0.5705645680427551
proc,holdout_tonsil,A1LN,mouse_IgG1k,True,-0.15218611501316665,0.02177630198802558,0.8905408978462219
proc,holdout_tonsil,A1LN,mouse_IgG2a,True,-0.11553832389754078,0.012504297726268872,1.1811292171478271
proc,holdout_tonsil,A1LN,mouse_IgG2bk,True,-0.020057348759748572,0.3096967953484753,2.0679969787597656
proc,holdout_tonsil,A1LN,rat_IgG2a,True,0.09913233793741318,0.16838043132273076,0.5108078718185425
proc,holdout_tonsil,A1TNSL,ACTA2,False,0.5175303690147542,0.4561492637271875,0.9816176295280457
proc,holdout_tonsil,A1TNSL,BCL2,False,-0.0934913759585881,-0.10223801058668995,0.41672930121421814
proc,holdout_tonsil,A1TNSL,CCR7,False,0.11795195056104064,0.14999756443514037,0.3251306712627411
proc,holdout_tonsil,A1TNSL,CD14,False,0.49950823585479265,0.3958404976924822,0.32268577814102173
proc,holdout_tonsil,A1TNSL,CD163,False,0.19950506275243954,0.18934917241300167,0.32056933641433716
proc,holdout_tonsil,A1TNSL,CD19,False,0.25998896902811264,0.3662707430607947,0.31155577301979065
proc,holdout_tonsil,A1TNSL,CD27,False,0.11701708698307291,0.18497240766692724,0.34487611055374146
proc,holdout_tonsil,A1TNSL,CD274,False,0.1961241851945103,0.26588944898797184,0.9813857674598694
proc,holdout_tonsil,A1TNSL,CD3E,False,0.467249837830964,0.5709437372048054,0.6660586595535278
proc,holdout_tonsil,A1TNSL,CD4,False,0.291888440440687,0.4068693365399214,0.3263619840145111
proc,holdout_tonsil,A1TNSL,CD40,False,0.1693342920586272,0.2204086521239192,0.3236820101737976
proc,holdout_tonsil,A1TNSL,CD68,False,0.15507593454911892,0.23217797116189023,0.5548874139785767
proc,holdout_tonsil,A1TNSL,CD8A,False,0.20818072654397898,0.21350306563163352,0.7114025354385376
