input,ckpt,sample,protein,isotype,pcc,spearman,std_true
proc,holdout_breast_cancer,A1TNSL,mouse_IgG2bk,True,-0.087448439019708,0.015434095004413784,2.0004894733428955
proc,holdout_breast_cancer,A1TNSL,rat_IgG2a,True,0.19907618268156718,0.1622781827607869,0.37980926036834717
proc,holdout_breast_cancer,D1LN,ACTA2,False,0.4312039103254976,0.3287120349653054,0.7250224947929382
proc,holdout_breast_cancer,D1LN,BCL2,False,0.38195886325670775,0.5457042963309655,0.3144398331642151
proc,holdout_breast_cancer,D1LN,CCR7,False,0.38942420148031637,0.4504266176399467,0.3383185565471649
proc,holdout_breast_cancer,D1LN,CD14,False,0.04129421694647552,0.061432842597788674,0.262919157743454
proc,holdout_breast_cancer,D1LN,CD163,False,0.42261049462893513,0.4727256539933807,0.35364583134651184
proc,holdout_breast_cancer,D1LN,CD19,False,-0.03946159337693441,-0.061010286581689215,0.322081983089447
proc,holdout_breast_cancer,D1LN,CD27,False,0.19493231725508384,0.2616794586759716,0.3246697187423706
proc,holdout_breast_cancer,D1LN,CD274,False,-0.058282140686375446,-0.06112836570153389,0.7648149728775024
proc,holdout_breast_cancer,D1LN,CD3E,False,0.6614411205029679,0.7180936046604119,0.5474452972412109
proc,holdout_breast_cancer,D1LN,CD4,False,0.40562119561521043,0.5334815783817098,0.26296892762184143
proc,holdout_breast_cancer,D1LN,CD40,False,0.18330408537343845,0.1529733530433829,0.2707076966762543
proc,holdout_breast_cancer,D1LN,CD68,False,-0.009360281528247015,-0.21930049799012383,0.6308062076568604
proc,holdout_breast_cancer,D1LN,CD8A,False,0.5419421061040773,0.5617087975444434,0.4468434453010559
proc,holdout_breast_cancer,D1LN,CEACAM8,False,0.15459027083621193,0.15099657971186678,1.4823554754257202
proc,holdout_breast_cancer,D1LN,CR2,False,0.1466970298110888,0.12199646543060398,0.24920065701007843
proc,holdout_breast_cancer,D1LN,CXCR5,False,0.374669750791384,0.4200410249350374,0.5516594052314758
proc,holdout_breast_cancer,D1LN,EPCAM,False,-0.09029221816530542,-0.08441092709668516,0.2833028733730316
proc,holdout_breast_cancer,D1LN,FCGR3A,False,0.25001835108591886,0.49471522868974793,2.381760597229004
proc,holdout_breast_cancer,D1LN,HLA_DRA,False,0.4574939701776389,0.41351140621191446,0.7523378133773804
proc,holdout_breast_cancer,D1LN,ITGAM,False,0.430693879437782,0.19761472818245698,0.48048120737075806
proc,holdout_breast_cancer,D1LN,ITGAX,False,0.26709416140457237,0.29261878486459736,0.4036928117275238
proc,holdout_breast_cancer,D1LN,KRT5,False,-0.15305460727226589,-0.08671864758716095,2.1408839225769043
proc,holdout_breast_cancer,D1LN,MS4A1,False,0.24019158652449668,0.1682138614598442,0.43474096059799194
proc,holdout_breast_cancer,D1LN,PAX5,False,0.2687555984984847,0.23679441321775596,0.7491156458854675
proc,holdout_breast_cancer,D1LN,PCNA,False,-0.26789885514063616,-0.43889177195359813,0.49408024549484253
proc,holdout_breast_cancer,D1LN,PDCD1,False,0.39506607427284324,0.4405307141336738,0.31080517172813416
proc,holdout_breast_cancer,D1LN,PECAM1,False,0.43244528457397585,0.527023807793888,0.34858715534210205
proc,holdout_breast_cancer,D1LN,PTPRC_1,False,0.1624888835168774,0.24492605059632305,0.3015083968639374
proc,holdout_breast_cancer,D1LN,PTPRC_2,False,0.4213671502361206,0.5169550300206182,0.40638190507888794
proc,holdout_breast_cancer,D1LN,SDC1,False,0.011995166309226488,0.0928123334014262,0.7057138681411743
proc,holdout_breast_cancer,D1LN,VIM,False,0.014941339565109913,-0.0894410371567606,0.41678351163864136
proc,holdout_breast_cancer,D1LN,mouse_IgG1k,True,-0.15768005682809488,-0.06670677808267136,0.585074782371521
