test_name,G,P,seed,graph_seed,best_epoch,best_rmse_global,best_mae_global,best_rmse_pro_mean,best_pcc_pro_median,best_pcc_spot_median,best_sp_pro_mean,final_epoch,final_loss,final_rmse_global,final_mae_global,final_rmse_pro_mean,final_rmse_pro_median,final_pcc_pro_mean,final_pcc_pro_median,final_pcc_spot_mean,final_pcc_spot_median,final_sp_pro_mean,final_sp_pro_median,selection_metric,encoder_mRNA_total,encoder_mRNA_trainable,decoder_mRNA_total,decoder_mRNA_trainable,decoder_protein_total,decoder_protein_trainable,model_total,model_trainable
tonsil,4000,25,3,3,16,0.6875402999159899,0.5024401301474617,0.6236590638256801,0.08408136609077849,0.8904095901444751,0.0811394227211824,16,2.6622815132141113,0.6875402999159899,0.5024401301474617,0.6236590638256801,0.5204526374355964,0.06613917759440296,0.08408136609077849,0.8747933024732611,0.8904095901444751,0.0811394227211824,0.09833614472959704,test_rmse_global,68279241,68279241,2576800,2576800,537625,537625,71393666,71393666
breast_cancer,4000,25,3,3,4,0.9113861064014607,0.6691653485464488,0.7985945750207225,0.13559030465860905,0.8136545973497257,0.15305802834960006,4,3.7316343784332275,0.9113861064014607,0.6691653485464488,0.7985945750207225,0.6591932695777155,0.16734423701766168,0.13559030465860905,0.7943179207577097,0.8136545973497257,0.15305802834960006,0.18130620114743873,test_rmse_global,68279241,68279241,2576800,2576800,537625,537625,71393666,71393666
