model,seed,sample,protein,spearman
mlp_64_32,0,D1TNSL,EPCAM,0.31102964381251275
mlp_64_32,0,D1TNSL,FCGR3A,0.13014711729960315
mlp_64_32,0,D1TNSL,HLA_DRA,0.6680169701089683
mlp_64_32,0,D1TNSL,ITGAM,0.22529546398231803
mlp_64_32,0,D1TNSL,ITGAX,0.3305550637558817
mlp_64_32,0,D1TNSL,KRT5,0.8057028716276873
mlp_64_32,0,D1TNSL,MS4A1,0.4932227710787272
mlp_64_32,0,D1TNSL,PAX5,0.7817023149209762
mlp_64_32,0,D1TNSL,PCNA,0.33637645955704865
mlp_64_32,0,D1TNSL,PDCD1,-0.06422995992036284
mlp_64_32,0,D1TNSL,PECAM1,0.6862240344257285
mlp_64_32,0,D1TNSL,PTPRC_1,0.13139505280933708
mlp_64_32,0,D1TNSL,PTPRC_2,0.5086884421639006
mlp_64_32,0,D1TNSL,SDC1,0.23610085285935237
mlp_64_32,0,D1TNSL,VIM,0.7168039141770096
mlp_64_32,1,A1LN,ACTA2,0.4636544819476536
mlp_64_32,1,A1LN,BCL2,0.33313005488151565
mlp_64_32,1,A1LN,CCR7,0.3547439008639542
mlp_64_32,1,A1LN,CD14,0.3376896083900406
mlp_64_32,1,A1LN,CD163,0.4722579585217297
mlp_64_32,1,A1LN,CD19,0.4782657633162518
mlp_64_32,1,A1LN,CD27,0.16809279559453902
mlp_64_32,1,A1LN,CD274,-0.15853755429738564
mlp_64_32,1,A1LN,CD3E,0.7624660939873084
mlp_64_32,1,A1LN,CD4,0.22938840363287238
mlp_64_32,1,A1LN,CD40,-0.04440987062456567
mlp_64_32,1,A1LN,CD68,0.01935231742061343
mlp_64_32,1,A1LN,CD8A,0.5086592310429365
mlp_64_32,1,A1LN,CEACAM8,0.34894769520981983
mlp_64_32,1,A1LN,CR2,-0.03009366737612208
mlp_64_32,1,A1LN,CXCR5,0.42595286100951874
mlp_64_32,1,A1LN,EPCAM,-0.005019083145033019
mlp_64_32,1,A1LN,FCGR3A,0.20730086202037395
mlp_64_32,1,A1LN,HLA_DRA,0.3777402444916121
mlp_64_32,1,A1LN,ITGAM,0.285812757090691
mlp_64_32,1,A1LN,ITGAX,0.2763458504471115
mlp_64_32,1,A1LN,KRT5,-0.018039446649102845
mlp_64_32,1,A1LN,MS4A1,0.2981322175845205
mlp_64_32,1,A1LN,PAX5,0.45878124216298033
mlp_64_32,1,A1LN,PCNA,0.23414792848344998
mlp_64_32,1,A1LN,PDCD1,-0.17113219957590345
mlp_64_32,1,A1LN,PECAM1,0.3084884775086487
mlp_64_32,1,A1LN,PTPRC_1,0.2053361442276156
mlp_64_32,1,A1LN,PTPRC_2,0.41500194289950415
mlp_64_32,1,A1LN,SDC1,0.09981536697769795
mlp_64_32,1,A1LN,VIM,0.20980820865942695
mlp_64_32,1,A1TNSL,ACTA2,0.7927753980325344
mlp_64_32,1,A1TNSL,BCL2,0.6890081705069924
mlp_64_32,1,A1TNSL,CCR7,0.40979144184257726
mlp_64_32,1,A1TNSL,CD14,0.26958336674186856
mlp_64_32,1,A1TNSL,CD163,0.2215152771992503
mlp_64_32,1,A1TNSL,CD19,0.19702736463311563
mlp_64_32,1,A1TNSL,CD27,0.29193777933986165
mlp_64_32,1,A1TNSL,CD274,0.47144427430884334
mlp_64_32,1,A1TNSL,CD3E,0.8715607214198468
mlp_64_32,1,A1TNSL,CD4,0.2932301461633219
mlp_64_32,1,A1TNSL,CD40,0.19911817393172784
mlp_64_32,1,A1TNSL,CD68,0.3741777831059505
mlp_64_32,1,A1TNSL,CD8A,0.785808737115474
mlp_64_32,1,A1TNSL,CEACAM8,0.4519059399991112
mlp_64_32,1,A1TNSL,CR2,0.1399512491527307
mlp_64_32,1,A1TNSL,CXCR5,0.726575204228186
mlp_64_32,1,A1TNSL,EPCAM,0.3693414486909102
mlp_64_32,1,A1TNSL,FCGR3A,0.1642712339535774
mlp_64_32,1,A1TNSL,HLA_DRA,0.6743519993260658
mlp_64_32,1,A1TNSL,ITGAM,0.25376885635003255
mlp_64_32,1,A1TNSL,ITGAX,0.3850180368242036
mlp_64_32,1,A1TNSL,KRT5,0.7944163315093461
mlp_64_32,1,A1TNSL,MS4A1,0.41988658163093484
mlp_64_32,1,A1TNSL,PAX5,0.8161854612837096
mlp_64_32,1,A1TNSL,PCNA,0.4496056984701514
mlp_64_32,1,A1TNSL,PDCD1,0.20338354845234155
mlp_64_32,1,A1TNSL,PECAM1,0.7215619033290523
mlp_64_32,1,A1TNSL,PTPRC_1,0.19008796608792455
mlp_64_32,1,A1TNSL,PTPRC_2,0.43254845982324386
mlp_64_32,1,A1TNSL,SDC1,0.21135915276078215
mlp_64_32,1,A1TNSL,VIM,0.6154408288032245
mlp_64_32,1,D1LN,ACTA2,0.3799656553245704
mlp_64_32,1,D1LN,BCL2,0.2550516441593939
mlp_64_32,1,D1LN,CCR7,0.3774580769958631
mlp_64_32,1,D1LN,CD14,0.17840991725122482
mlp_64_32,1,D1LN,CD163,0.3244666486410243
mlp_64_32,1,D1LN,CD19,0.36154560586250967
mlp_64_32,1,D1LN,CD27,0.15786968066610552
mlp_64_32,1,D1LN,CD274,-0.137601872026736
mlp_64_32,1,D1LN,CD3E,0.7082840449279608
mlp_64_32,1,D1LN,CD4,0.1749331798725839
mlp_64_32,1,D1LN,CD40,-0.0343437268269282
mlp_64_32,1,D1LN,CD68,0.15813355858614936
mlp_64_32,1,D1LN,CD8A,0.49053106129609275
mlp_64_32,1,D1LN,CEACAM8,0.20097399388380693
mlp_64_32,1,D1LN,CR2,-0.0626406152016752
mlp_64_32,1,D1LN,CXCR5,0.3805212401714973
mlp_64_32,1,D1LN,EPCAM,-0.11458132324009089
mlp_64_32,1,D1LN,FCGR3A,0.22400230529602316
mlp_64_32,1,D1LN,HLA_DRA,0.29836180389544
mlp_64_32,1,D1LN,ITGAM,0.1471915654549099
mlp_64_32,1,D1LN,ITGAX,0.2765481789467596
mlp_64_32,1,D1LN,KRT5,0.03219238364807589
mlp_64_32,1,D1LN,MS4A1,0.23754001255580065
mlp_64_32,1,D1LN,PAX5,0.3954821433936613
mlp_64_32,1,D1LN,PCNA,0.22252870500156463
mlp_64_32,1,D1LN,PDCD1,-0.22010659542310823
mlp_64_32,1,D1LN,PECAM1,0.2956950706067093
mlp_64_32,1,D1LN,PTPRC_1,0.15099364924012326
mlp_64_32,1,D1LN,PTPRC_2,0.48957063492714414
mlp_64_32,1,D1LN,SDC1,0.13827593417886025
mlp_64_32,1,D1LN,VIM,0.18796898058823597
mlp_64_32,1,D1TNSL,ACTA2,0.8060363188071685
mlp_64_32,1,D1TNSL,BCL2,0.6348235505758117
mlp_64_32,1,D1TNSL,CCR7,0.42289111220477194
mlp_64_32,1,D1TNSL,CD14,0.31411143261267543
mlp_64_32,1,D1TNSL,CD163,0.327502814259472
mlp_64_32,1,D1TNSL,CD19,0.1959144438290292
mlp_64_32,1,D1TNSL,CD27,0.3001316252455033
mlp_64_32,1,D1TNSL,CD274,0.4771504642834394
mlp_64_32,1,D1TNSL,CD3E,0.8554092479748804
mlp_64_32,1,D1TNSL,CD4,0.3029001283285181
mlp_64_32,1,D1TNSL,CD40,0.12614481888795412
mlp_64_32,1,D1TNSL,CD68,0.3363995483621339
mlp_64_32,1,D1TNSL,CD8A,0.7880737003957878
mlp_64_32,1,D1TNSL,CEACAM8,0.4697240600610752
mlp_64_32,1,D1TNSL,CR2,0.07525660923554373
mlp_64_32,1,D1TNSL,CXCR5,0.7182024301145727
mlp_64_32,1,D1TNSL,EPCAM,0.3772136722777092
mlp_64_32,1,D1TNSL,FCGR3A,0.13454923363603802
mlp_64_32,1,D1TNSL,HLA_DRA,0.6333313225076358
mlp_64_32,1,D1TNSL,ITGAM,0.21886260863708715
mlp_64_32,1,D1TNSL,ITGAX,0.3402773978120883
mlp_64_32,1,D1TNSL,KRT5,0.8126144686276766
mlp_64_32,1,D1TNSL,MS4A1,0.4512927517285966
mlp_64_32,1,D1TNSL,PAX5,0.7872914956041281
mlp_64_32,1,D1TNSL,PCNA,0.4082800309577005
mlp_64_32,1,D1TNSL,PDCD1,0.1360765005692325
mlp_64_32,1,D1TNSL,PECAM1,0.7395150157626564
mlp_64_32,1,D1TNSL,PTPRC_1,0.12612869878257374
mlp_64_32,1,D1TNSL,PTPRC_2,0.49639482874997054
mlp_64_32,1,D1TNSL,SDC1,0.23056963426793414
mlp_64_32,1,D1TNSL,VIM,0.6188930308016283
mlp_64_32,2,A1LN,ACTA2,0.3400682811038511
mlp_64_32,2,A1LN,BCL2,0.43458134568948675
mlp_64_32,2,A1LN,CCR7,0.3372482825291476
mlp_64_32,2,A1LN,CD14,0.31230921452749083
mlp_64_32,2,A1LN,CD163,0.37513367592185504
mlp_64_32,2,A1LN,CD19,0.4659851808180523
mlp_64_32,2,A1LN,CD27,0.20776419199285842
mlp_64_32,2,A1LN,CD274,-0.05534523712937994
mlp_64_32,2,A1LN,CD3E,0.7774220462761962
mlp_64_32,2,A1LN,CD4,0.312644424956657
mlp_64_32,2,A1LN,CD40,-0.0666726901087536
mlp_64_32,2,A1LN,CD68,0.11220762484754628
mlp_64_32,2,A1LN,CD8A,0.514235011961215
mlp_64_32,2,A1LN,CEACAM8,0.27571665826460207
mlp_64_32,2,A1LN,CR2,-0.0498084411915327
mlp_64_32,2,A1LN,CXCR5,0.4454479715932509
mlp_64_32,2,A1LN,EPCAM,0.05044939664046467
mlp_64_32,2,A1LN,FCGR3A,0.31111711541582876
mlp_64_32,2,A1LN,HLA_DRA,0.4033862585863241
mlp_64_32,2,A1LN,ITGAM,0.34050050436063717
mlp_64_32,2,A1LN,ITGAX,0.2975336497962005
mlp_64_32,2,A1LN,KRT5,-0.03525154003007374
mlp_64_32,2,A1LN,MS4A1,0.24342135507821552
mlp_64_32,2,A1LN,PAX5,0.3761476231692242
mlp_64_32,2,A1LN,PCNA,0.36425358387881496
mlp_64_32,2,A1LN,PDCD1,-0.18019370382820574
mlp_64_32,2,A1LN,PECAM1,0.3628440600609152
mlp_64_32,2,A1LN,PTPRC_1,0.20187360887720632
mlp_64_32,2,A1LN,PTPRC_2,0.3321805387487471
mlp_64_32,2,A1LN,SDC1,-0.01870072423423405
mlp_64_32,2,A1LN,VIM,-0.05419193672073402
mlp_64_32,2,A1TNSL,ACTA2,0.7985170306429799
mlp_64_32,2,A1TNSL,BCL2,0.526702767373805
mlp_64_32,2,A1TNSL,CCR7,0.4464984739762889
mlp_64_32,2,A1TNSL,CD14,0.33567033118785056
mlp_64_32,2,A1TNSL,CD163,0.29635041171482224
mlp_64_32,2,A1TNSL,CD19,0.4112281332940193
mlp_64_32,2,A1TNSL,CD27,0.34759807320052005
mlp_64_32,2,A1TNSL,CD274,0.5727085736144791
mlp_64_32,2,A1TNSL,CD3E,0.8714302245521538
mlp_64_32,2,A1TNSL,CD4,0.02374674545110532
mlp_64_32,2,A1TNSL,CD40,0.3915035855591178
mlp_64_32,2,A1TNSL,CD68,0.43315560348938786
mlp_64_32,2,A1TNSL,CD8A,0.7558504956623553
mlp_64_32,2,A1TNSL,CEACAM8,0.44357042791990225
mlp_64_32,2,A1TNSL,CR2,0.34480574981870055
mlp_64_32,2,A1TNSL,CXCR5,0.7195437285040537
mlp_64_32,2,A1TNSL,EPCAM,0.30122834782939195
mlp_64_32,2,A1TNSL,FCGR3A,0.16889297936131073
mlp_64_32,2,A1TNSL,HLA_DRA,0.6760493324264117
mlp_64_32,2,A1TNSL,ITGAM,0.23655670483416197
mlp_64_32,2,A1TNSL,ITGAX,0.37897968375486263
mlp_64_32,2,A1TNSL,KRT5,0.8046370345672808
mlp_64_32,2,A1TNSL,MS4A1,0.43979929208570884
mlp_64_32,2,A1TNSL,PAX5,0.793498472351678
mlp_64_32,2,A1TNSL,PCNA,0.3360254642622886
mlp_64_32,2,A1TNSL,PDCD1,0.3918563718086029
mlp_64_32,2,A1TNSL,PECAM1,0.6407506253367351
mlp_64_32,2,A1TNSL,PTPRC_1,0.19122771730598745
mlp_64_32,2,A1TNSL,PTPRC_2,0.44889483099666094
mlp_64_32,2,A1TNSL,SDC1,0.19989754564159848
mlp_64_32,2,A1TNSL,VIM,0.618330281115523
mlp_64_32,2,D1LN,ACTA2,0.28288280253245823
mlp_64_32,2,D1LN,BCL2,0.434585314243691
mlp_64_32,2,D1LN,CCR7,0.4076293087119179
mlp_64_32,2,D1LN,CD14,0.11954687593637464
mlp_64_32,2,D1LN,CD163,0.29456865876790866
mlp_64_32,2,D1LN,CD19,0.3561507358274568
mlp_64_32,2,D1LN,CD27,0.13401139670133283
mlp_64_32,2,D1LN,CD274,-0.013821167455125296
mlp_64_32,2,D1LN,CD3E,0.7085084127106184
mlp_64_32,2,D1LN,CD4,0.4061907487087171
mlp_64_32,2,D1LN,CD40,-0.04974576175007588
mlp_64_32,2,D1LN,CD68,0.14180386202609763
mlp_64_32,2,D1LN,CD8A,0.48576193870580503
mlp_64_32,2,D1LN,CEACAM8,0.17649771036688655
mlp_64_32,2,D1LN,CR2,-0.05345900852226778
mlp_64_32,2,D1LN,CXCR5,0.41088323335428867
mlp_64_32,2,D1LN,EPCAM,-0.05323044424508954
mlp_64_32,2,D1LN,FCGR3A,0.3128653118951739
mlp_64_32,2,D1LN,HLA_DRA,0.4450687785268125
mlp_64_32,2,D1LN,ITGAM,0.18915600842501817
mlp_64_32,2,D1LN,ITGAX,0.3061253586511458
mlp_64_32,2,D1LN,KRT5,-0.03835438428673215
mlp_64_32,2,D1LN,MS4A1,0.2078163529951339
mlp_64_32,2,D1LN,PAX5,0.2627997057608837
mlp_64_32,2,D1LN,PCNA,0.36261143034366505
mlp_64_32,2,D1LN,PDCD1,-0.27713583936420977
mlp_64_32,2,D1LN,PECAM1,0.3718652339987709
mlp_64_32,2,D1LN,PTPRC_1,0.18958489266491554
mlp_64_32,2,D1LN,PTPRC_2,0.2829244769938843
mlp_64_32,2,D1LN,SDC1,0.0013865645643229623
mlp_64_32,2,D1LN,VIM,-0.1379069076103178
mlp_64_32,2,D1TNSL,ACTA2,0.8029556884356229
mlp_64_32,2,D1TNSL,BCL2,0.4987962582638626
mlp_64_32,2,D1TNSL,CCR7,0.4632934747562137
mlp_64_32,2,D1TNSL,CD14,0.34649837746043033
mlp_64_32,2,D1TNSL,CD163,0.36984621201740747
mlp_64_32,2,D1TNSL,CD19,0.37983438579368933
mlp_64_32,2,D1TNSL,CD27,0.39894615643466064
mlp_64_32,2,D1TNSL,CD274,0.5625705544055204
mlp_64_32,2,D1TNSL,CD3E,0.8541723455902783
mlp_64_32,2,D1TNSL,CD4,0.06715012131047265
mlp_64_32,2,D1TNSL,CD40,0.37514794656297445
mlp_64_32,2,D1TNSL,CD68,0.41269299097556333
mlp_64_32,2,D1TNSL,CD8A,0.7587748778889815
mlp_64_32,2,D1TNSL,CEACAM8,0.45144300101398577
mlp_64_32,2,D1TNSL,CR2,0.3891403157534427
mlp_64_32,2,D1TNSL,CXCR5,0.7123163442321627
mlp_64_32,2,D1TNSL,EPCAM,0.28472776552652884
mlp_64_32,2,D1TNSL,FCGR3A,0.13587009481005766
mlp_64_32,2,D1TNSL,HLA_DRA,0.6621888491440946
mlp_64_32,2,D1TNSL,ITGAM,0.2068009397276474
mlp_64_32,2,D1TNSL,ITGAX,0.3535244960849152
mlp_64_32,2,D1TNSL,KRT5,0.8146741299028789
mlp_64_32,2,D1TNSL,MS4A1,0.46977726809420184
mlp_64_32,2,D1TNSL,PAX5,0.7720443282683964
mlp_64_32,2,D1TNSL,PCNA,0.3362273350510614
mlp_64_32,2,D1TNSL,PDCD1,0.358268049822871
mlp_64_32,2,D1TNSL,PECAM1,0.6433180308502421
mlp_64_32,2,D1TNSL,PTPRC_1,0.15177722420094916
mlp_64_32,2,D1TNSL,PTPRC_2,0.5095473555961756
mlp_64_32,2,D1TNSL,SDC1,0.20741569053945308
mlp_64_32,2,D1TNSL,VIM,0.6236411499307895
