scope,variable,n_lymph,n_comp,median_lymph,median_comp,mean_lymph,mean_comp,U,p
pooled,detect_rate,22,14,0.6089097022094141,0.6027857829010567,0.6145701766082201,0.5782385459284186,168.0,0.6613321345604537
pooled,mean_expr,22,14,1.2240562438964844,1.0062526166439056,1.3328352760184894,1.0643659734300204,175.0,0.5059068849239785
tonsil,detect_rate,11,7,0.9310427105702695,0.6888570746838464,0.8399167046267977,0.5979138971264957,56.0,0.12594268476621417
tonsil,mean_expr,11,7,1.9148792028427124,0.8346777558326721,1.8758552291176536,1.0152845191104072,59.0,0.06925590749120161
breast_cancer,detect_rate,11,7,0.3758405379442843,0.5648414985590778,0.38922364858964276,0.5585631947303417,22.0,0.1508924082453494
breast_cancer,mean_expr,11,7,0.6030385494232178,1.0557212829589844,0.7898153229193254,1.1134474277496338,22.0,0.1508924082453494
