test_name,G,P,seed,graph_seed,best_epoch,best_rmse_global,best_mae_global,best_rmse_pro_mean,best_pcc_pro_median,best_pcc_spot_median,best_sp_pro_mean,final_epoch,final_loss,final_rmse_global,final_mae_global,final_rmse_pro_mean,final_rmse_pro_median,final_pcc_pro_mean,final_pcc_pro_median,final_pcc_spot_mean,final_pcc_spot_median,final_sp_pro_mean,final_sp_pro_median,selection_metric,encoder_mRNA_total,encoder_mRNA_trainable,decoder_mRNA_total,decoder_mRNA_trainable,decoder_protein_total,decoder_protein_trainable,model_total,model_trainable
tonsil,4000,35,0,0,19,0.6833194744210934,0.5011611889208052,0.6223271016817177,0.0636511125758819,0.8678763971200776,0.08164654247096699,19,2.638901948928833,0.6833194744210934,0.5011611889208052,0.6223271016817177,0.5306420197976063,0.06412914304756988,0.0636511125758819,0.8532733807221066,0.8678763971200776,0.08164654247096699,0.0582734662779913,test_rmse_global,68279241,68279241,2576800,2576800,542755,542755,71398796,71398796
breast_cancer,4000,35,0,0,8,0.8756504103217438,0.6402224351752805,0.7654470368073183,0.2567377429275329,0.7831904481503449,0.191801788780261,8,3.54693603515625,0.8756504103217438,0.6402224351752805,0.7654470368073183,0.6284080107176016,0.20051018787030353,0.2567377429275329,0.7661267890527436,0.7831904481503449,0.191801788780261,0.24231168140472978,test_rmse_global,68279241,68279241,2576800,2576800,542755,542755,71398796,71398796
