gene,log2FC,t,p,q,expressed,mean_eoPE,mean_ctrl
RBM15B,2.9796055237214665,7.253789509065548,3.6147502853165904e-05,0.5329341350313812,True,2.9796055237214665,0.0
OR51I2,-2.7616020511530457,-6.035837984315774,0.00015565459337269177,0.5329341350313812,True,0.1196378584722835,2.881239909625329
ALYREF,2.276738732140379,5.868698178465891,0.0001930012905605276,0.5329341350313812,True,2.276738732140379,0.0
GFRA1,3.5554817170249966,5.793519495971851,0.00021286459724811248,0.5329341350313812,True,4.0377749031758245,0.4822931861508281
ZMAT2,4.153016041350062,5.701359686985669,0.00024027739906256544,0.5329341350313812,True,4.812525443906904,0.6595094025568419
CSRNP1,3.756058518376542,5.682422727283584,0.00024636885089122994,0.5329341350313812,True,4.765543990684191,1.0094854723076487
RHOF,3.4358842387869006,5.637804532743115,0.0002613898958668115,0.5329341350313812,True,3.9538220687291252,0.5179378299422245
AC073842.1,-2.841771653691658,-5.57132996082377,0.00028563051854068726,0.5329341350313812,True,0.0,2.841771653691658
FASTKD3,3.166207651330582,5.533070287718051,0.000300672415274499,0.5329341350313812,True,3.473817652073811,0.30761000074322886
IPO4,3.1217687494058235,5.523116247621728,0.00030472428768338827,0.5329341350313812,True,3.2387461491714333,0.11697739976560989
ODC1,3.159765156672644,5.487856243275796,0.0003195571264837936,0.5329341350313812,True,4.188256403804276,1.028491247131632
PLTP,3.4245428389646015,5.359447009349288,0.0003805061807208544,0.5816988237770062,True,4.563695439501989,1.1391526005373873
SLC9A2,-2.81976705008934,-5.106707002617105,0.0005401943925347889,0.7185516394371925,True,0.5603841543184537,3.3801512044077935
CCDC71L,2.8781035995160167,5.096027305302879,0.0005483632026230959,0.7185516394371925,True,3.507510795667689,0.6294071961516721
AL110292.1,2.6735672681552667,5.033465451419305,0.0005989565660771819,0.7249259934939218,True,3.13942557133569,0.4658583031804233
TSPAN16,-3.1360648619754485,-4.99530124301397,0.0006322603377434041,0.7249259934939218,True,0.7099538881273155,3.8460187501027643
TWISTNB,2.9486705110104743,4.943739984625858,0.0006804418790815375,0.7342768395147533,True,3.494111873435817,0.5454413624253429
TTC25,-2.725465295998231,-4.843642047458203,0.0007855727122180523,0.7991473724031779,True,0.7537378007015645,3.4792030966997953
BID,2.467156466000905,4.806979527526372,0.000828318000113267,0.7991473724031779,True,5.216995891247402,2.749839425246497
LINC00211,-3.4521441135029107,-4.692195527942345,0.000979005888414518,0.7991473724031779,True,0.4940967684751675,3.946240881978078
AL590822.1,2.480160381044222,4.670734836849908,0.0010102957756711866,0.7991473724031779,True,2.8610334118887364,0.38087303084451424
BOLA3,3.4161379534773832,4.6440728235174,0.0010506630523318273,0.7991473724031779,True,4.426100570715749,1.0099626172383658
SGPP2,2.8775256709155217,4.546042396897081,0.0012145236173509199,0.7991473724031779,True,3.4648863075260152,0.5873606366104938
GAS1RR,-2.602280911764956,-4.534003797680703,0.0012364511561722279,0.7991473724031779,True,0.3750056204922587,2.9772865322572146
AP001107.9,2.7932909034496323,4.532456856645436,0.0012392992335974774,0.7991473724031779,True,3.361232551744352,0.5679416482947199
CD2BP2,3.550003406609069,4.52761636758003,0.0012482562888797648,0.7991473724031779,True,4.775005294059487,1.2250018874504183
RRAS,1.9549737417454995,4.48956303826648,0.0013211189553164048,0.7991473724031779,True,4.831670893066816,2.8766971513213164
SPIN4,2.6185690827257995,4.476601492391647,0.0013469597216342695,0.7991473724031779,True,3.177967405981641,0.5593983232558413
AC012322.1,2.8387162460657653,4.449589143615162,0.0014025568053375776,0.7991473724031779,True,2.8387162460657653,0.0
AC023669.1,-2.575815416312542,-4.407655498428914,0.001493753638943248,0.7991473724031779,True,0.5869636102763751,3.1627790265889173
C5orf17,-1.9518962303270344,-4.406656092947603,0.0014960025648073662,0.7991473724031779,True,4.701911193431461,6.653807423758495
EPHA7,-2.5283506989060474,-4.397009205947822,0.0015178965134720992,0.7991473724031779,True,0.689997184926163,3.21834788383221
LINC01715,2.7102568389380473,4.371920928257033,0.0015764446578707507,0.7991473724031779,True,2.7102568389380473,0.0
