experiment,fold,protein,spearman,kind
External GSE263617 (20 ep),holdout_breast_cancer,PTPRC_1,0.1273804412643556,marker
External GSE263617 (20 ep),holdout_breast_cancer,PTPRC_2,0.4019839756390475,marker
External GSE263617 (20 ep),holdout_breast_cancer,SDC1,-0.1134923876598821,marker
External GSE263617 (20 ep),holdout_breast_cancer,VIM,0.7167796199468077,marker
External GSE263617 (20 ep),holdout_breast_cancer,mouse_IgG1k,0.1775657204154514,isotype
External GSE263617 (20 ep),holdout_breast_cancer,mouse_IgG2a,-0.0100191575082101,isotype
External GSE263617 (20 ep),holdout_breast_cancer,mouse_IgG2bk,0.0177844488304817,isotype
External GSE263617 (20 ep),holdout_breast_cancer,rat_IgG2a,-0.1859761968020379,isotype
External GSE263617 (20 ep),holdout_breast_cancer,ACTA2,0.4128735114996798,marker
External GSE263617 (20 ep),holdout_breast_cancer,BCL2,-0.0300699417081864,marker
External GSE263617 (20 ep),holdout_breast_cancer,CCR7,0.1132472661635552,marker
External GSE263617 (20 ep),holdout_breast_cancer,CD14,0.0392390544840837,marker
External GSE263617 (20 ep),holdout_breast_cancer,CD163,0.1344164233096274,marker
External GSE263617 (20 ep),holdout_breast_cancer,CD19,0.0419280450757324,marker
External GSE263617 (20 ep),holdout_breast_cancer,CD27,-0.0985343435791885,marker
External GSE263617 (20 ep),holdout_breast_cancer,CD274,0.1273916382256921,marker
External GSE263617 (20 ep),holdout_breast_cancer,CD3E,-0.1532464615029999,marker
External GSE263617 (20 ep),holdout_breast_cancer,CD4,0.0804414861772181,marker
External GSE263617 (20 ep),holdout_breast_cancer,CD40,0.1102421734188298,marker
External GSE263617 (20 ep),holdout_breast_cancer,CD68,-0.4606948288959263,marker
External GSE263617 (20 ep),holdout_breast_cancer,CD8A,-0.0326210321295362,marker
External GSE263617 (20 ep),holdout_breast_cancer,CEACAM8,0.2035670420993532,marker
External GSE263617 (20 ep),holdout_breast_cancer,CR2,0.2089233520021378,marker
External GSE263617 (20 ep),holdout_breast_cancer,CXCR5,0.3775956666985481,marker
External GSE263617 (20 ep),holdout_breast_cancer,EPCAM,0.0246292027790086,marker
External GSE263617 (20 ep),holdout_breast_cancer,FCGR3A,0.2372677140521932,marker
External GSE263617 (20 ep),holdout_breast_cancer,HLA_DRA,0.3904651160119153,marker
External GSE263617 (20 ep),holdout_breast_cancer,ITGAM,0.092455133799278,marker
External GSE263617 (20 ep),holdout_breast_cancer,ITGAX,-0.0418944230197166,marker
External GSE263617 (20 ep),holdout_breast_cancer,KRT5,-0.0415394240535985,marker
External GSE263617 (20 ep),holdout_breast_cancer,MS4A1,0.1586563880753348,marker
External GSE263617 (20 ep),holdout_breast_cancer,PAX5,0.0563426845680768,marker
External GSE263617 (20 ep),holdout_breast_cancer,PCNA,-0.3710502828948471,marker
External GSE263617 (20 ep),holdout_breast_cancer,PDCD1,0.2000914323652346,marker
External GSE263617 (20 ep),holdout_breast_cancer,PECAM1,0.4793385916665361,marker
External GSE263617 (20 ep),holdout_breast_cancer,PTPRC_1,-0.1769843570715548,marker
External GSE263617 (20 ep),holdout_breast_cancer,PTPRC_2,0.1344490207157002,marker
External GSE263617 (20 ep),holdout_breast_cancer,SDC1,-0.0557209681168129,marker
External GSE263617 (20 ep),holdout_breast_cancer,VIM,0.0790767320142289,marker
External GSE263617 (20 ep),holdout_breast_cancer,mouse_IgG1k,0.0395421555964788,isotype
External GSE263617 (20 ep),holdout_breast_cancer,mouse_IgG2a,0.0440242569143127,isotype
External GSE263617 (20 ep),holdout_breast_cancer,mouse_IgG2bk,0.0586025520184126,isotype
External GSE263617 (20 ep),holdout_breast_cancer,rat_IgG2a,-0.1019989891797114,isotype
External GSE263617 (20 ep),holdout_breast_cancer,ACTA2,0.7961977814731462,marker
External GSE263617 (20 ep),holdout_breast_cancer,BCL2,0.2835405313088172,marker
External GSE263617 (20 ep),holdout_breast_cancer,CCR7,-0.200926278163055,marker
External GSE263617 (20 ep),holdout_breast_cancer,CD14,0.2671822498579437,marker
External GSE263617 (20 ep),holdout_breast_cancer,CD163,0.0625896412980713,marker
External GSE263617 (20 ep),holdout_breast_cancer,CD19,0.0039853175003289,marker
External GSE263617 (20 ep),holdout_breast_cancer,CD27,0.3911280694171565,marker
External GSE263617 (20 ep),holdout_breast_cancer,CD274,0.3263932066611595,marker
External GSE263617 (20 ep),holdout_breast_cancer,CD3E,0.705716943137382,marker
External GSE263617 (20 ep),holdout_breast_cancer,CD4,-0.4304013441262392,marker
External GSE263617 (20 ep),holdout_breast_cancer,CD40,-0.0215398888531724,marker
External GSE263617 (20 ep),holdout_breast_cancer,CD68,0.1724402117112536,marker
External GSE263617 (20 ep),holdout_breast_cancer,CD8A,0.7350427012094215,marker
External GSE263617 (20 ep),holdout_breast_cancer,CEACAM8,0.3103079065274065,marker
External GSE263617 (20 ep),holdout_breast_cancer,CR2,-0.3847995539574803,marker
External GSE263617 (20 ep),holdout_breast_cancer,CXCR5,0.4122793309567692,marker
External GSE263617 (20 ep),holdout_breast_cancer,EPCAM,-0.0485042674627889,marker
External GSE263617 (20 ep),holdout_breast_cancer,FCGR3A,-0.054018797876036,marker
External GSE263617 (20 ep),holdout_breast_cancer,HLA_DRA,0.3747137860913249,marker
External GSE263617 (20 ep),holdout_breast_cancer,ITGAM,0.1073049585461952,marker
External GSE263617 (20 ep),holdout_breast_cancer,ITGAX,-0.0810992000346827,marker
External GSE263617 (20 ep),holdout_breast_cancer,KRT5,0.8003850165212638,marker
External GSE263617 (20 ep),holdout_breast_cancer,MS4A1,0.0965585302192573,marker
External GSE263617 (20 ep),holdout_breast_cancer,PAX5,0.3920343188466743,marker
External GSE263617 (20 ep),holdout_breast_cancer,PCNA,0.3036909209230465,marker
External GSE263617 (20 ep),holdout_breast_cancer,PDCD1,-0.3028833532825511,marker
External GSE263617 (20 ep),holdout_breast_cancer,PECAM1,0.4653796767107848,marker
External GSE263617 (20 ep),holdout_breast_cancer,PTPRC_1,0.0884989294745233,marker
External GSE263617 (20 ep),holdout_breast_cancer,PTPRC_2,0.4621466193581703,marker
External GSE263617 (20 ep),holdout_breast_cancer,SDC1,-0.0842342647399284,marker
External GSE263617 (20 ep),holdout_breast_cancer,VIM,0.729592394970324,marker
External GSE263617 (20 ep),holdout_breast_cancer,mouse_IgG1k,0.3011985686645255,isotype
External GSE263617 (20 ep),holdout_breast_cancer,mouse_IgG2a,-0.0299611685565874,isotype
External GSE263617 (20 ep),holdout_breast_cancer,mouse_IgG2bk,0.0291024437269029,isotype
External GSE263617 (20 ep),holdout_breast_cancer,rat_IgG2a,-0.2529551111122399,isotype
Placenta A (signature assoc.),tropho,ACTA2,-0.1134725521400024,marker
Placenta A (signature assoc.),immune,ACTA2,0.1028758634412417,marker
Placenta A (signature assoc.),stroma,ACTA2,0.0407698419845754,marker
Placenta A (signature assoc.),endo,ACTA2,0.0234824624397798,marker
Placenta A (signature assoc.),tropho,BCL2,-0.110962521355937,marker
Placenta A (signature assoc.),immune,BCL2,0.1014488486991129,marker
Placenta A (signature assoc.),stroma,BCL2,0.0383251337177067,marker
Placenta A (signature assoc.),endo,BCL2,0.0194044265861815,marker
Placenta A (signature assoc.),tropho,CCR7,0.0218996162089254,marker
Placenta A (signature assoc.),immune,CCR7,-0.0520501141172125,marker
Placenta A (signature assoc.),stroma,CCR7,0.0726892549992592,marker
Placenta A (signature assoc.),endo,CCR7,-0.0853208261224743,marker
Placenta A (signature assoc.),tropho,CD14,-0.0956177473962774,marker
Placenta A (signature assoc.),immune,CD14,0.0061207683657131,marker
Placenta A (signature assoc.),stroma,CD14,-0.0060321722919379,marker
Placenta A (signature assoc.),endo,CD14,0.0482240100495726,marker
Placenta A (signature assoc.),tropho,CD163,-0.0813495524578215,marker
Placenta A (signature assoc.),immune,CD163,0.0681988668637828,marker
Placenta A (signature assoc.),stroma,CD163,-0.005558896599694,marker
Placenta A (signature assoc.),endo,CD163,0.0373766920122781,marker
Placenta A (signature assoc.),tropho,CD19,0.1012573365569991,marker
Placenta A (signature assoc.),immune,CD19,-0.1199765013021803,marker
Placenta A (signature assoc.),stroma,CD19,-0.069072536695,marker
Placenta A (signature assoc.),endo,CD19,-0.0016079768436449,marker
Placenta A (signature assoc.),tropho,CD27,-0.0850036562841761,marker
Placenta A (signature assoc.),immune,CD27,0.1071159910269999,marker
Placenta A (signature assoc.),stroma,CD27,0.0374401789730834,marker
Placenta A (signature assoc.),endo,CD27,0.0077021092833221,marker
Placenta A (signature assoc.),tropho,CD274,0.0992397712852464,marker
Placenta A (signature assoc.),immune,CD274,-0.0340531544625935,marker
Placenta A (signature assoc.),stroma,CD274,-0.0072418259191202,marker
Placenta A (signature assoc.),endo,CD274,-0.0325527293270394,marker
Placenta A (signature assoc.),tropho,CD3E,-0.12830150851821,marker
Placenta A (signature assoc.),immune,CD3E,0.0994619283571341,marker
Placenta A (signature assoc.),stroma,CD3E,0.0135170871291464,marker
Placenta A (signature assoc.),endo,CD3E,0.0422717964308,marker
Placenta A (signature assoc.),tropho,CD4,0.0674397282610326,marker
Placenta A (signature assoc.),immune,CD4,-0.0636821312606834,marker
Placenta A (signature assoc.),stroma,CD4,0.0006786850700396,marker
Placenta A (signature assoc.),endo,CD4,-0.0248367764191713,marker
Placenta A (signature assoc.),tropho,CD40,0.0732733433229386,marker
Placenta A (signature assoc.),immune,CD40,-0.1182584857280129,marker
Placenta A (signature assoc.),stroma,CD40,-0.03665091326411,marker
Placenta A (signature assoc.),endo,CD40,-0.027966828027724,marker
Placenta A (signature assoc.),tropho,CD68,0.0917959947583177,marker
Placenta A (signature assoc.),immune,CD68,-0.0477175077763327,marker
Placenta A (signature assoc.),stroma,CD68,0.0224816054785684,marker
Placenta A (signature assoc.),endo,CD68,-0.0574094899586304,marker
Placenta A (signature assoc.),tropho,CD8A,-0.1156702401430122,marker
Placenta A (signature assoc.),immune,CD8A,0.1316469202587331,marker
Placenta A (signature assoc.),stroma,CD8A,0.0443649941496967,marker
Placenta A (signature assoc.),endo,CD8A,0.0407621961928431,marker
Placenta A (signature assoc.),tropho,CEACAM8,0.1165558155599629,marker
Placenta A (signature assoc.),immune,CEACAM8,-0.0723634654839355,marker
Placenta A (signature assoc.),stroma,CEACAM8,-0.0233494403423982,marker
Placenta A (signature assoc.),endo,CEACAM8,-0.0194289402165781,marker
Placenta A (signature assoc.),tropho,CR2,0.1201820440757663,marker
Placenta A (signature assoc.),immune,CR2,-0.0838581823647547,marker
Placenta A (signature assoc.),stroma,CR2,0.0172670813991183,marker
Placenta A (signature assoc.),endo,CR2,-0.0474036249936166,marker
Placenta A (signature assoc.),tropho,CXCR5,0.1129005194462105,marker
Placenta A (signature assoc.),immune,CXCR5,-0.1052009004966037,marker
Placenta A (signature assoc.),stroma,CXCR5,-0.0398906800108707,marker
Placenta A (signature assoc.),endo,CXCR5,-0.0458499893396316,marker
Placenta A (signature assoc.),tropho,EPCAM,0.1145384677051778,marker
Placenta A (signature assoc.),immune,EPCAM,-0.0892214024641151,marker
Placenta A (signature assoc.),stroma,EPCAM,-0.0458007941779773,marker
Placenta A (signature assoc.),endo,EPCAM,-0.0297895211058556,marker
Placenta A (signature assoc.),tropho,FCGR3A,-0.0592529912062155,marker
Placenta A (signature assoc.),immune,FCGR3A,-0.0203675390221958,marker
Placenta A (signature assoc.),stroma,FCGR3A,-0.0483056518819751,marker
Placenta A (signature assoc.),endo,FCGR3A,0.037366856301593,marker
Placenta A (signature assoc.),tropho,HLA_DRA,0.1187642306866762,marker
Placenta A (signature assoc.),immune,HLA_DRA,-0.1110589530871715,marker
Placenta A (signature assoc.),stroma,HLA_DRA,-0.0524257713834529,marker
Placenta A (signature assoc.),endo,HLA_DRA,-0.0283611707657543,marker
Placenta A (signature assoc.),tropho,ITGAM,0.084035651600654,marker
Placenta A (signature assoc.),immune,ITGAM,-0.1137718958767422,marker
Placenta A (signature assoc.),stroma,ITGAM,-0.0210558645661051,marker
Placenta A (signature assoc.),endo,ITGAM,-0.051988975222155,marker
Placenta A (signature assoc.),tropho,ITGAX,-0.1286071938785347,marker
Placenta A (signature assoc.),immune,ITGAX,0.0926537888492957,marker
Placenta A (signature assoc.),stroma,ITGAX,0.037949952799759,marker
Placenta A (signature assoc.),endo,ITGAX,-4.833805985109938e-05,marker
Placenta A (signature assoc.),tropho,KRT5,0.1103164095860056,marker
Placenta A (signature assoc.),immune,KRT5,-0.1026863509152441,marker
Placenta A (signature assoc.),stroma,KRT5,-0.0445912834906558,marker
Placenta A (signature assoc.),endo,KRT5,-0.0296864157114861,marker
Placenta A (signature assoc.),tropho,MS4A1,0.1208876414298225,marker
Placenta A (signature assoc.),immune,MS4A1,-0.1280554493226745,marker
Placenta A (signature assoc.),stroma,MS4A1,-0.0416162928372758,marker
Placenta A (signature assoc.),endo,MS4A1,-0.039579432396816,marker
Placenta A (signature assoc.),tropho,PAX5,0.1184816390718952,marker
Placenta A (signature assoc.),immune,PAX5,-0.1096795414707582,marker
Placenta A (signature assoc.),stroma,PAX5,-0.03497419017289,marker
Placenta A (signature assoc.),endo,PAX5,-0.0232252969199713,marker
Placenta A (signature assoc.),tropho,PCNA,0.1111543273499641,marker
Placenta A (signature assoc.),immune,PCNA,-0.0976055920107047,marker
Placenta A (signature assoc.),stroma,PCNA,-0.0445809814902595,marker
Placenta A (signature assoc.),endo,PCNA,-0.0442598095016415,marker
Placenta A (signature assoc.),tropho,PDCD1,0.1388790920632565,marker
Placenta A (signature assoc.),immune,PDCD1,-0.1367777014809609,marker
Placenta A (signature assoc.),stroma,PDCD1,-0.0454615821975281,marker
Placenta A (signature assoc.),endo,PDCD1,-0.02638019218121,marker
Placenta A (signature assoc.),tropho,PECAM1,-0.0949462680787699,marker
Placenta A (signature assoc.),immune,PECAM1,0.1085782299103938,marker
Placenta A (signature assoc.),stroma,PECAM1,0.0056084051598518,marker
Placenta A (signature assoc.),endo,PECAM1,0.031269988406788,marker
Placenta A (signature assoc.),tropho,PTPRC_1,-0.1085085394881856,marker
Placenta A (signature assoc.),immune,PTPRC_1,0.0789092018460467,marker
Placenta A (signature assoc.),stroma,PTPRC_1,0.0409859795708136,marker
Placenta A (signature assoc.),endo,PTPRC_1,0.0418696625662088,marker
Placenta A (signature assoc.),tropho,PTPRC_2,-0.1019535963196046,marker
Placenta A (signature assoc.),immune,PTPRC_2,0.1269353151565817,marker
Placenta A (signature assoc.),stroma,PTPRC_2,0.0668147679353488,marker
Placenta A (signature assoc.),endo,PTPRC_2,0.0154873350189466,marker
Placenta A (signature assoc.),tropho,SDC1,0.081531110508128,marker
Placenta A (signature assoc.),immune,SDC1,-0.1153257298168334,marker
Placenta A (signature assoc.),stroma,SDC1,-0.0805487421869452,marker
Placenta A (signature assoc.),endo,SDC1,0.0116047267855635,marker
Placenta A (signature assoc.),tropho,VIM,-0.1021550152844102,marker
Placenta A (signature assoc.),immune,VIM,0.0869456916701282,marker
Placenta A (signature assoc.),stroma,VIM,0.0184025850761307,marker
Placenta A (signature assoc.),endo,VIM,0.0286255621708581,marker
Placenta A (signature assoc.),tropho,mouse_IgG1k,-0.1039996657748745,isotype
Placenta A (signature assoc.),immune,mouse_IgG1k,0.1215630771430917,isotype
Placenta A (signature assoc.),stroma,mouse_IgG1k,0.0801598877605569,isotype
Placenta A (signature assoc.),endo,mouse_IgG1k,0.0028117077329161,isotype
Placenta A (signature assoc.),tropho,mouse_IgG2a,-0.0161086183538832,isotype
Placenta A (signature assoc.),immune,mouse_IgG2a,-0.0099593555063861,isotype
Placenta A (signature assoc.),stroma,mouse_IgG2a,0.019605934941908,isotype
Placenta A (signature assoc.),endo,mouse_IgG2a,-0.0182176908453652,isotype
Placenta A (signature assoc.),tropho,mouse_IgG2bk,-0.0800729858960531,isotype
Placenta A (signature assoc.),immune,mouse_IgG2bk,0.1385940523493481,isotype
Placenta A (signature assoc.),stroma,mouse_IgG2bk,0.0678104807535811,isotype
Placenta A (signature assoc.),endo,mouse_IgG2bk,-0.0085608781099807,isotype
Placenta A (signature assoc.),tropho,rat_IgG2a,0.0427345592941853,isotype
Placenta A (signature assoc.),immune,rat_IgG2a,-0.0968790943181925,isotype
Placenta A (signature assoc.),stroma,rat_IgG2a,-0.0441043292737662,isotype
Placenta A (signature assoc.),endo,rat_IgG2a,-0.0044722526419953,isotype
Placenta B (signature assoc.),tropho,ACTA2,-0.276967331589643,marker
Placenta B (signature assoc.),immune,ACTA2,0.3586911135647693,marker
Placenta B (signature assoc.),stroma,ACTA2,0.0190527834677514,marker
Placenta B (signature assoc.),endo,ACTA2,0.0812963947557814,marker
Placenta B (signature assoc.),tropho,BCL2,-0.2937435768471713,marker
Placenta B (signature assoc.),immune,BCL2,0.3526801491987294,marker
Placenta B (signature assoc.),stroma,BCL2,0.0086203211709456,marker
Placenta B (signature assoc.),endo,BCL2,0.0855755481380119,marker
Placenta B (signature assoc.),tropho,CCR7,0.1004073631988393,marker
Placenta B (signature assoc.),immune,CCR7,-0.176623552806667,marker
Placenta B (signature assoc.),stroma,CCR7,0.0226350453127865,marker
Placenta B (signature assoc.),endo,CCR7,-0.0413035991376179,marker
Placenta B (signature assoc.),tropho,CD14,-0.2387415423307754,marker
Placenta B (signature assoc.),immune,CD14,0.2752317048743112,marker
Placenta B (signature assoc.),stroma,CD14,-0.0253915273685304,marker
Placenta B (signature assoc.),endo,CD14,0.0469396961218075,marker
Placenta B (signature assoc.),tropho,CD163,-0.2302673560230926,marker
Placenta B (signature assoc.),immune,CD163,0.2548464132120765,marker
Placenta B (signature assoc.),stroma,CD163,0.0190938705837783,marker
Placenta B (signature assoc.),endo,CD163,0.0842415971380497,marker
Placenta B (signature assoc.),tropho,CD19,0.2403089581268025,marker
Placenta B (signature assoc.),immune,CD19,-0.3079441684026944,marker
Placenta B (signature assoc.),stroma,CD19,-0.0253036532682374,marker
Placenta B (signature assoc.),endo,CD19,-0.0597907787304564,marker
Placenta B (signature assoc.),tropho,CD27,-0.2542648763426861,marker
Placenta B (signature assoc.),immune,CD27,0.3094793550534002,marker
Placenta B (signature assoc.),stroma,CD27,-0.0105119206183262,marker
Placenta B (signature assoc.),endo,CD27,0.071255328263629,marker
Placenta B (signature assoc.),tropho,CD274,0.280164192060283,marker
Placenta B (signature assoc.),immune,CD274,-0.328223626474927,marker
Placenta B (signature assoc.),stroma,CD274,-0.0276116979915526,marker
Placenta B (signature assoc.),endo,CD274,-0.0985062388396556,marker
Placenta B (signature assoc.),tropho,CD3E,-0.2838949810303614,marker
Placenta B (signature assoc.),immune,CD3E,0.3574133589625605,marker
Placenta B (signature assoc.),stroma,CD3E,0.0085360193629604,marker
Placenta B (signature assoc.),endo,CD3E,0.0825882231537817,marker
Placenta B (signature assoc.),tropho,CD4,0.2455408764411825,marker
Placenta B (signature assoc.),immune,CD4,-0.3214003721369452,marker
Placenta B (signature assoc.),stroma,CD4,-0.017951278951882,marker
Placenta B (signature assoc.),endo,CD4,-0.0794031477648857,marker
Placenta B (signature assoc.),tropho,CD40,0.2298465806187134,marker
Placenta B (signature assoc.),immune,CD40,-0.3174032376613592,marker
Placenta B (signature assoc.),stroma,CD40,0.0032696534782267,marker
Placenta B (signature assoc.),endo,CD40,-0.0516780633373787,marker
Placenta B (signature assoc.),tropho,CD68,0.2531745471216178,marker
Placenta B (signature assoc.),immune,CD68,-0.3401570812838368,marker
Placenta B (signature assoc.),stroma,CD68,-0.0032386582642032,marker
Placenta B (signature assoc.),endo,CD68,-0.0847700866583083,marker
Placenta B (signature assoc.),tropho,CD8A,-0.2661480118172558,marker
Placenta B (signature assoc.),immune,CD8A,0.345836939977789,marker
Placenta B (signature assoc.),stroma,CD8A,0.0107841921055493,marker
Placenta B (signature assoc.),endo,CD8A,0.0788795512296542,marker
Placenta B (signature assoc.),tropho,CEACAM8,0.2873354100414725,marker
Placenta B (signature assoc.),immune,CEACAM8,-0.3561382053798604,marker
Placenta B (signature assoc.),stroma,CEACAM8,-0.0289477855170084,marker
Placenta B (signature assoc.),endo,CEACAM8,-0.0897187470044099,marker
Placenta B (signature assoc.),tropho,CR2,0.2651193920868521,marker
Placenta B (signature assoc.),immune,CR2,-0.3420066861935342,marker
Placenta B (signature assoc.),stroma,CR2,-0.0040286703685767,marker
Placenta B (signature assoc.),endo,CR2,-0.0844737423568019,marker
Placenta B (signature assoc.),tropho,CXCR5,0.2380835747697025,marker
Placenta B (signature assoc.),immune,CXCR5,-0.3227381884212643,marker
Placenta B (signature assoc.),stroma,CXCR5,0.0097700347285148,marker
Placenta B (signature assoc.),endo,CXCR5,-0.0752267141352149,marker
Placenta B (signature assoc.),tropho,EPCAM,0.2593013012083345,marker
Placenta B (signature assoc.),immune,EPCAM,-0.3401997026012616,marker
Placenta B (signature assoc.),stroma,EPCAM,-0.0115895353546633,marker
Placenta B (signature assoc.),endo,EPCAM,-0.0823465443985633,marker
Placenta B (signature assoc.),tropho,FCGR3A,-0.1972769159168912,marker
Placenta B (signature assoc.),immune,FCGR3A,0.1533089421490952,marker
Placenta B (signature assoc.),stroma,FCGR3A,-0.0339324562875578,marker
Placenta B (signature assoc.),endo,FCGR3A,0.1279423487803434,marker
Placenta B (signature assoc.),tropho,HLA_DRA,0.2788264331532916,marker
Placenta B (signature assoc.),immune,HLA_DRA,-0.3588970793473494,marker
Placenta B (signature assoc.),stroma,HLA_DRA,-0.011192445303572,marker
Placenta B (signature assoc.),endo,HLA_DRA,-0.084055364573481,marker
Placenta B (signature assoc.),tropho,ITGAM,0.2515010233043836,marker
Placenta B (signature assoc.),immune,ITGAM,-0.3122934559067103,marker
Placenta B (signature assoc.),stroma,ITGAM,0.0001210076976179,marker
Placenta B (signature assoc.),endo,ITGAM,-0.0608493998312169,marker
Placenta B (signature assoc.),tropho,ITGAX,-0.2741820005294427,marker
Placenta B (signature assoc.),immune,ITGAX,0.3428651551868855,marker
Placenta B (signature assoc.),stroma,ITGAX,0.0088514342897922,marker
Placenta B (signature assoc.),endo,ITGAX,0.0697546258817994,marker
Placenta B (signature assoc.),tropho,KRT5,0.2855489491369882,marker
Placenta B (signature assoc.),immune,KRT5,-0.3622339399835985,marker
Placenta B (signature assoc.),stroma,KRT5,-0.0172508628083098,marker
Placenta B (signature assoc.),endo,KRT5,-0.0871318448728945,marker
Placenta B (signature assoc.),tropho,MS4A1,0.2701009938739253,marker
Placenta B (signature assoc.),immune,MS4A1,-0.3507129526825358,marker
Placenta B (signature assoc.),stroma,MS4A1,-0.0198863119487429,marker
Placenta B (signature assoc.),endo,MS4A1,-0.072104879792445,marker
Placenta B (signature assoc.),tropho,PAX5,0.2679850786026992,marker
Placenta B (signature assoc.),immune,PAX5,-0.3481506285270178,marker
Placenta B (signature assoc.),stroma,PAX5,0.0120807982341794,marker
Placenta B (signature assoc.),endo,PAX5,-0.0742478557555975,marker
Placenta B (signature assoc.),tropho,PCNA,0.280422004105502,marker
Placenta B (signature assoc.),immune,PCNA,-0.354895671966023,marker
Placenta B (signature assoc.),stroma,PCNA,-0.0084090197382679,marker
Placenta B (signature assoc.),endo,PCNA,-0.08119597962471,marker
Placenta B (signature assoc.),tropho,PDCD1,0.2685068974474782,marker
Placenta B (signature assoc.),immune,PDCD1,-0.3469504435088389,marker
Placenta B (signature assoc.),stroma,PDCD1,-0.0058132223802843,marker
Placenta B (signature assoc.),endo,PDCD1,-0.0849468616503338,marker
Placenta B (signature assoc.),tropho,PECAM1,-0.2269960187832803,marker
Placenta B (signature assoc.),immune,PECAM1,0.3071780648609024,marker
Placenta B (signature assoc.),stroma,PECAM1,-0.0123070619264759,marker
Placenta B (signature assoc.),endo,PECAM1,0.0596603850781527,marker
Placenta B (signature assoc.),tropho,PTPRC_1,-0.2465769158747526,marker
Placenta B (signature assoc.),immune,PTPRC_1,0.3299560057119475,marker
Placenta B (signature assoc.),stroma,PTPRC_1,-0.0120125294961905,marker
Placenta B (signature assoc.),endo,PTPRC_1,0.0668848237686002,marker
Placenta B (signature assoc.),tropho,PTPRC_2,-0.2762701109203314,marker
Placenta B (signature assoc.),immune,PTPRC_2,0.3593463286079525,marker
Placenta B (signature assoc.),stroma,PTPRC_2,0.0163951983211209,marker
Placenta B (signature assoc.),endo,PTPRC_2,0.0844465304782353,marker
Placenta B (signature assoc.),tropho,SDC1,0.2019752292662494,marker
Placenta B (signature assoc.),immune,SDC1,-0.2321120425688227,marker
Placenta B (signature assoc.),stroma,SDC1,0.0090486080127954,marker
Placenta B (signature assoc.),endo,SDC1,-0.0353839908718606,marker
Placenta B (signature assoc.),tropho,VIM,-0.2688135445365804,marker
Placenta B (signature assoc.),immune,VIM,0.3423039087401274,marker
Placenta B (signature assoc.),stroma,VIM,0.0077024942166465,marker
Placenta B (signature assoc.),endo,VIM,0.0842572867111382,marker
Placenta B (signature assoc.),tropho,mouse_IgG1k,-0.266143330715075,isotype
Placenta B (signature assoc.),immune,mouse_IgG1k,0.3527004530638746,isotype
Placenta B (signature assoc.),stroma,mouse_IgG1k,0.029096138508807,isotype
Placenta B (signature assoc.),endo,mouse_IgG1k,0.062820107949406,isotype
Placenta B (signature assoc.),tropho,mouse_IgG2a,-0.1227002991106684,isotype
Placenta B (signature assoc.),immune,mouse_IgG2a,0.149994747993494,isotype
Placenta B (signature assoc.),stroma,mouse_IgG2a,0.0223481373260357,isotype
Placenta B (signature assoc.),endo,mouse_IgG2a,0.0430273030048744,isotype
Placenta B (signature assoc.),tropho,mouse_IgG2bk,-0.2688057183957928,isotype
Placenta B (signature assoc.),immune,mouse_IgG2bk,0.3302725666452291,isotype
Placenta B (signature assoc.),stroma,mouse_IgG2bk,0.0201621612692844,isotype
Placenta B (signature assoc.),endo,mouse_IgG2bk,0.067914772719,isotype
Placenta B (signature assoc.),tropho,rat_IgG2a,0.2083399654023639,isotype
Placenta B (signature assoc.),immune,rat_IgG2a,-0.3090797014858769,isotype
Placenta B (signature assoc.),stroma,rat_IgG2a,-0.0048548521656962,isotype
Placenta B (signature assoc.),endo,rat_IgG2a,-0.0923749898753068,isotype
