gene,log2FC,t,p,q,expressed,mean_eoPE,mean_ctrl
PFKFB1,2.678207522065943,8.273951042508642,2.4937918602691016e-05,0.2759631965857877,True,2.678207522065943,0.0
GPC6-AS1,2.358611566666871,8.174887519831218,2.73257942950577e-05,0.2759631965857877,True,2.358611566666871,0.0
ZNF582-AS1,1.8073559548502758,7.188511558733865,7.147291688211369e-05,0.31945914249439317,True,1.8073559548502758,0.0
SH3BP4,2.0421710980299963,7.077166538394823,8.016399031955367e-05,0.31945914249439317,True,2.0421710980299963,0.0
AC093726.2,1.9053831266446124,6.9613339117641475,9.045799244119339e-05,0.31945914249439317,True,1.9053831266446124,0.0
GUCY1A2,2.6318337983521256,6.567620169818974,0.00013793706580388505,0.31945914249439317,True,2.7181639284588193,0.0863301301066937
FBXO2,2.5250264418979973,6.5173944539996835,0.00014575273547239053,0.31945914249439317,True,2.5250264418979973,0.0
AC093484.2,-2.369436573636322,-6.452020333536752,0.00015666312374307023,0.31945914249439317,True,0.0,2.369436573636322
SH2B2,2.5011979514855107,6.42425332586377,0.00016156589689450516,0.31945914249439317,True,2.5011979514855107,0.0
AC104653.1,2.605102631185545,6.3709135080345405,0.00017146338063854134,0.31945914249439317,True,2.9286848077914964,0.3235821766059513
LINC00926,1.7335843210398396,6.2962648862486885,0.0001864494206334674,0.31945914249439317,True,1.8199144511465333,0.0863301301066937
SMIM36,1.7996873398019462,6.2323389354336385,0.00020042871086820471,0.31945914249439317,True,1.7996873398019462,0.0
AC078925.1,3.715408226823752,6.073142914082349,0.00024049988937065685,0.31945914249439317,True,3.715408226823752,0.0
ZNF296,2.435362598970462,6.06557728114739,0.00024261139014321843,0.31945914249439317,True,2.7151057997852694,0.27974320081480747
AC145285.3,1.7524279711056523,6.031215806455258,0.0002524602554473153,0.31945914249439317,True,1.7524279711056523,0.0
VASH2,2.481564239416974,6.029164179784831,0.00025306200019359793,0.31945914249439317,True,2.7584654586336557,0.2769012192166819
FRAS1,-2.4098652112914314,-5.913209051322099,0.0002897640170187294,0.3442737421026057,True,4.873177299023091,7.283042510314522
GATD3A,-2.957437744594314,-5.728933315904867,0.00036064727983894137,0.3869713896044909,True,0.3842289188305388,3.3416666634248524
NUDT15,2.5591490620588786,5.716016850397023,0.0003662834348530497,0.3869713896044909,True,2.5591490620588786,0.0
LINC01970,1.866278931835434,5.656710990838495,0.0003934264154401536,0.3869713896044909,True,1.866278931835434,0.0
PTPRK,-1.937607071577439,-5.638211548411963,0.00040233682452194816,0.3869713896044909,True,6.073676099642423,8.011283171219862
NDST1,1.579654046733422,5.518225459863418,0.00046575947099559734,0.39991794310107504,True,1.579654046733422,0.0
AP000894.4,1.7220003167652354,5.515418532395815,0.0004673680959725293,0.39991794310107504,True,1.7220003167652354,0.0
TP53I11,2.6373852857411215,5.4962350189941676,0.0004785255425908544,0.39991794310107504,True,2.863517421189887,0.2261321354487652
LINC01521,1.7779615133011217,5.468788649916648,0.0004949969589824178,0.39991794310107504,True,2.0191827931194553,0.24122127981833347
AC005757.1,1.7882363263764112,5.3716055540904035,0.0005584780310919018,0.4211487230137388,True,1.7882363263764112,0.0
SOX13,-1.908431790251853,-5.365180091128976,0.0005629773007907193,0.4211487230137388,True,2.098793444229955,4.007225234481808
TP53INP2,1.7026508539480263,5.226764030258244,0.0006701432772072239,0.44872615358395723,True,1.7026508539480263,0.0
GUCY2C,1.9169713367138592,5.219545558570792,0.0006763107673730624,0.44872615358395723,True,1.9169713367138592,0.0
MST1,2.4597132602710463,5.212573973821487,0.0006823259554581998,0.44872615358395723,True,2.4597132602710463,0.0
MRPL15,2.794275279268475,5.205250661095244,0.0006887073354343338,0.44872615358395723,True,3.5721589360047936,0.777883656736319
TMSB15B-1,2.4622606823835147,5.070926263185208,0.0008180394626119761,0.5163362833073967,True,2.4622606823835147,0.0
DHCR24,2.644436898263277,5.025429230318178,0.0008676462419034974,0.5184760282416792,True,3.181461630680902,0.537024732417625
PEX11G,2.3746694923670977,5.02089263921794,0.0008727688365292154,0.5184760282416792,True,2.751119187951577,0.37644969558447955
MROH6,1.8259440822441775,4.9314443175835105,0.0009807749643777253,0.5618517992964106,True,2.052076217692943,0.2261321354487652
LLPH-DT,1.810169121056782,4.915566873034021,0.0010014191887647678,0.5618517992964106,True,2.046648419673088,0.23647929861630604
HDHD5-AS1,1.8653880581099882,4.831065021855292,0.0011195140783793384,0.5945890287907977,True,1.8653880581099882,0.0
AL589765.4,-2.1907626016554818,-4.799243207964953,0.001167825518654282,0.5945890287907977,True,0.22640502596624626,2.417167627621728
LOH12CR2,1.6567564495680596,4.7848849716828905,0.0011903587077345388,0.5945890287907977,True,1.6567564495680596,0.0
AC007349.1,1.436366968882118,4.764091175808934,0.0012238297363908752,0.5945890287907977,True,1.436366968882118,0.0
AC007001.1,2.4180962439827587,4.758018164838927,0.001233796332836928,0.5945890287907977,True,2.5044263740894523,0.0863301301066937
AC005616.1,1.5820256477441794,4.756442433652255,0.0012363966337861918,0.5945890287907977,True,1.5820256477441794,0.0
H1FX-AS1,-1.626451286143903,-4.730404414007252,0.001280234443577689,0.598221824803594,True,1.2569019868249098,2.883353272968813
DIP2C,1.638765993731493,4.717153619325681,0.001303186468529465,0.598221824803594,True,4.909864599268575,3.271098605537082
TMPRSS5,1.6152246990695405,4.698327261804619,0.0013365644362288793,0.5999095218433534,True,1.6152246990695405,0.0
LINC02362,2.336624242761907,4.571006120062353,0.0015880378823021582,0.6909317280327819,True,2.741779381987505,0.40515513922559787
LINC01340,1.3483431747962182,4.561951650935945,0.0016077726120180588,0.6909317280327819,True,1.3483431747962182,0.0
IL24,1.388982068919618,4.539518783975639,0.0016578151915752073,0.6959959130690566,True,1.388982068919618,0.0
AC099788.1,1.902955797716483,4.513464669687991,0.0017180534857824871,0.6959959130690566,True,1.902955797716483,0.0
AP005131.3,2.423299522117494,4.511397572419715,0.0017229327484628593,0.6959959130690566,True,2.8820373881964025,0.4587378660789084
SLC9C1,1.584478348294052,4.46311498120449,0.0018412560795047193,0.7292096136046338,True,1.6708084784007458,0.0863301301066937
RAPGEF3,1.78447649978331,4.414636267058566,0.001968913872431542,0.7366690161484721,True,1.8708066298900037,0.0863301301066937
LINC01605,1.4982790213983783,4.3940945366087245,0.0020258516513024342,0.7366690161484721,True,1.4982790213983783,0.0
CHL1,-2.822776598167491,-4.36197892653073,0.002118449970051173,0.7366690161484721,True,0.5621577412233177,3.3849343393908087
LONRF3,2.128549082700203,4.3602043410429205,0.002123697616520322,0.7366690161484721,True,3.461983660917956,1.3334345782177528
ZNF114,2.253397520797196,4.3601051562459805,0.0021239913291754074,0.7366690161484721,True,2.6607260613408243,0.40732854054362816
AC108102.1,1.3789211273256017,4.354201079410296,0.002141553810348041,0.7366690161484721,True,1.3789211273256017,0.0
RXFP1,1.96761081599183,4.342581799445488,0.0021765746402580585,0.7366690161484721,True,2.351564816783304,0.38395400079147396
AC122688.2,1.2855779384783919,4.3369994635255535,0.00219361847011347,0.7366690161484721,True,1.2855779384783919,0.0
AC010601.1,-2.5855773054237376,-4.328617537479131,0.002219479917224492,0.7366690161484721,True,0.21889395359423658,2.804471259017974
AC145207.1,-2.2951127104530453,-4.326901506741842,0.0022248148324119613,0.7366690161484721,True,0.5511004787271102,2.8462131891801556
