gene,log2FC,t,p,q,expressed,mean_eoPE,mean_ctrl
CMKLR1,4.60795235478058,8.356661176169483,1.6804848774643028e-05,0.210795697000694,True,4.60795235478058,0.0
AC012464.1,4.529884391521557,8.017802617874267,2.3347809381480202e-05,0.210795697000694,True,4.529884391521557,0.0
ADAM18,-3.2851981438147675,-6.978050971985574,6.87921903215014e-05,0.2717587121175161,True,0.0,3.2851981438147675
CDK2AP2,-3.9705336699527427,-6.954522359273994,7.059001866527255e-05,0.2717587121175161,True,0.0,3.9705336699527427
MGAT2,3.6536916316993064,6.896463324657383,7.525023872113754e-05,0.2717587121175161,True,3.6536916316993064,0.0
CNKSR1,-3.065532132356542,-6.348701681188811,0.00014026166442025173,0.4221174790727476,True,0.0,3.065532132356542
ZFP3,3.5903225102590293,5.8863943421862395,0.0002442083922682395,0.5358798528038206,True,4.0451539470588305,0.4548314367998013
FIGNL1,4.119084674966307,5.6330471761069125,0.00033489132349769405,0.5358798528038206,True,4.119084674966307,0.0
SCG2,3.2915605527677263,5.620401529041917,0.00034028919781741313,0.5358798528038206,True,3.2915605527677263,0.0
LINC01630,-3.609564076839153,-5.614242061413833,0.00034295254527743425,0.5358798528038206,True,0.0,3.609564076839153
AL355581.1,3.2604971873884097,5.58916647339974,0.00035403109558319434,0.5358798528038206,True,3.2604971873884097,0.0
KPNA7,3.79723124827959,5.584521692286823,0.00035612550443849184,0.5358798528038206,True,4.379278805072649,0.5820475567930591
KBTBD7,3.6908275125290295,5.51129487389716,0.00039098423199355076,0.5414382402022261,True,3.6908275125290295,0.0
ZFP28,3.248339478310215,5.455939171288939,0.00041978929848984683,0.5414382402022261,True,3.5986459263592128,0.3503064480489978
C8orf37,-3.248569091587239,-5.313277345146369,0.000505185071714793,0.6081417893302679,True,0.37909358159486595,3.627662673182105
MPST,3.5120093716486593,5.141426602788989,0.0006338402567339412,0.62518931357151,True,4.088536229506225,0.576526857857566
PSTPIP2,-3.700262698630473,-5.1382486471517375,0.0006365302823926445,0.62518931357151,True,0.57148595856353,4.271748657194003
INSIG1,3.2734495824080234,5.131272287574456,0.0006424788822805004,0.62518931357151,True,3.506980953233902,0.23353137082587855
PRPS1,3.8196268544174306,5.113576399548717,0.0006578388967081293,0.62518931357151,True,4.416043564169775,0.5964167097523447
CCDC148,-4.402198626142143,-5.0234581722747125,0.000742464863225595,0.6703344017632284,True,0.7653128048061925,5.167511430948335
RTKN2,-3.2775338712710984,-4.914272270339423,0.0008610597119740924,0.7164566659871159,True,0.42901491393451635,3.706548785205615
AKR1C1,3.6658252810398517,4.904268869190311,0.0008729050590749598,0.7164566659871159,True,3.6658252810398517,0.0
LINC01933,-3.38078251102747,-4.7718563648108425,0.001047381187227925,0.8222853085988975,True,1.0342049282076669,4.414987439235137
SLFN13,3.374348697834548,4.696694043986061,0.00116283780217677,0.8520719130990235,True,3.374348697834548,0.0
JCAD,3.763802841604381,4.686393660819362,0.0011796975038752611,0.8520719130990235,True,4.491764737258656,0.7279618956542748
TCEA2,-4.030403401167579,-4.619164526274544,0.001296398187560313,0.9003485412606373,True,0.7749499200113514,4.805353321178931
AC010809.1,-3.421616648917544,-4.534821491148797,0.0014606278923799073,0.9768354760260736,True,0.48045574543509084,3.9020723943526345
COTL1,3.5627236764333823,4.436463161761284,0.0016808026920217452,0.9994400142928772,True,4.285943968412692,0.7232202919793094
CHST1,3.1587110987218927,4.424505362669356,0.0017099034750514691,0.9994400142928772,True,3.5058866306864456,0.347175531964553
SLC27A3,3.7612570777467127,4.423374619385695,0.0017126830575377341,0.9994400142928772,True,4.469149422081291,0.707892344334578
KIFC1,3.408087838295594,4.408300274716556,0.0017502042193099432,0.9994400142928772,True,3.408087838295594,0.0
C9orf64,3.546747551906809,4.359768695019813,0.0018770971586144242,0.9994400142928772,True,4.128656989796937,0.5819094378901281
LINC01006,4.02864489646116,4.323527377983363,0.001978259280435725,0.9994400142928772,True,4.9969009266113344,0.9682560301501745
AC079380.1,3.317627565305799,4.312783112666477,0.002009358274780691,0.9994400142928772,True,3.796981774519249,0.47935420921344984
MSR1,3.7729907832419105,4.308555866424086,0.002021736743924027,0.9994400142928772,True,6.1410993156583675,2.368108532416457
VSIG10L,3.378868951648113,4.2534148794183,0.002190880543400274,0.9994400142928772,True,3.378868951648113,0.0
VAV3,2.5919525749738273,4.112201188663293,0.0026967600787617674,0.9994400142928772,True,6.249815669458327,3.6578630944844996
AC116667.1,2.9974290833504873,4.105426722693049,0.002723965084207987,0.9994400142928772,True,3.602132353539546,0.6047032701890589
