gene,log2FC,t,p,q,expressed,mean_eoPE,mean_ctrl
AC010531.6,-1.6053941546144437,-8.496176446656357,1.9655355421379898e-06,0.032067813632351096,True,1.195591597391741,2.8009857520061847
SLC26A6,1.8973675805966126,8.030036943382306,3.5276182423795273e-06,0.032067813632351096,True,5.949128695843165,4.051761115246553
BIN2,2.9203870684312156,7.565600299212989,6.474194747561552e-06,0.03923577823513886,True,5.703892061465424,2.783504993034208
LETM2,1.6109009721295706,6.9998855258217265,1.4049025187465466e-05,0.06114874105027922,True,4.164525496750728,2.5536245246211573
TBL1XR1,-0.642479785277855,-6.872637981163607,1.681666053855102e-05,0.06114874105027922,True,8.817844180278193,9.460323965556048
NAIP,-2.273340527066111,-6.700159217827505,2.153033917926326e-05,0.06468141164888591,True,4.400293534088746,6.673634061154857
MIR137HG,-2.8945253946811933,-6.553083180313983,2.6662602428482167e-05,0.06468141164888591,True,1.4735841849696518,4.368109579650845
FZD1,-1.228664362680355,-6.508569430547513,2.846110187509418e-05,0.06468141164888591,True,1.699454468918568,2.928118831598923
GABRA4,-3.155816489020575,-6.352224141267042,3.5870742996081185e-05,0.06871174554124895,True,1.1257997986375459,4.281616287658121
AL513164.1,3.0660218465997557,6.228942382550897,4.315135234204292e-05,0.06871174554124895,True,7.467540335621654,4.401518489021898
DPY30,0.7083533987181365,6.188201314411928,4.588964009107627e-05,0.06871174554124895,True,5.006118934959199,4.297765536241062
HTRA4,4.055945162116437,6.149241633758841,4.86809745112902e-05,0.06871174554124895,True,9.08629141108054,5.030346248964102
COX7B2,-1.714688875851667,-6.1185607527622565,5.100566584735536e-05,0.06871174554124895,True,2.7380139637763725,4.4527028396280395
TRAM2-AS1,1.0306343398192759,6.094506677699386,5.291042503588831e-05,0.06871174554124895,True,7.448796996190645,6.418162656371369
FAM124B,-1.555685389552592,-5.927821273358471,6.836557510404032e-05,0.07968345534306331,True,3.1867162486507774,4.742401638203369
AXIN2,2.0946555675252556,5.879799822178412,7.365685492419939e-05,0.07968345534306331,True,2.877943222966573,0.7832876554413172
PAG1,1.5569844056445623,5.872422482907854,7.45073835780252e-05,0.07968345534306331,True,6.268651903724137,4.711667498079574
