section,protein,signature,n_genes,rho,p,rho_adj,p_adj,is_isotype
A,CD19,VCT,5,-0.01563079219031061,0.49399594028584753,0.041642111589221674,0.06832743391141115,False
A,CD27,VCT,5,-0.06122071103866824,0.007335265213819231,-0.0694426295198042,0.0023490641831541872,False
A,CD274,VCT,5,0.19383012314622777,1.1057802509392618e-17,0.11218053601279719,8.478900239497e-07,False
A,CD3E,VCT,5,-0.16082302881522326,1.4110478405032867e-12,-0.10562154086800553,3.579071151884536e-06,False
A,CD4,VCT,5,0.1349779558613194,2.9721202197833986e-09,0.08041257896649724,0.00042482695312336165,False
A,CD40,VCT,5,0.07328817779282797,0.0013225415751633334,0.07162040310062798,0.001702321424818659,False
A,CD68,VCT,5,0.2190303283703322,2.9649685535022975e-22,0.11050766963235725,1.2338417024416676e-06,False
A,CD8A,VCT,5,-0.1007214825752761,9.947655951454122e-06,-0.1189253850430339,1.7688410220633565e-07,False
A,CEACAM8,VCT,5,0.153052022608513,1.6222875283985462e-11,0.10210326283706153,7.4909756225241955e-06,False
A,CR2,VCT,5,0.20258405460497456,3.3334501666802327e-19,0.1372427582078806,1.603193053302921e-09,False
A,CXCR5,VCT,5,0.10028418030113878,1.0873698846164793e-05,0.0895492449261973,8.632816377337959e-05,False
A,EPCAM,VCT,5,0.09417181664291219,3.632876307961208e-05,0.08186763834980351,0.0003330418467759674,False
A,FCGR3A,VCT,5,-0.11284985380356853,7.286183043647948e-07,-0.018787369310292335,0.4110120707147206,False
A,HLA_DRA,VCT,5,0.11479047191031114,4.6718211032111094e-07,0.10222123137132572,7.310528716859492e-06,False
A,ITGAM,VCT,5,0.09370438201783425,3.972404646478096e-05,0.11414773179956893,5.417044913748306e-07,False
A,ITGAX,VCT,5,-0.08405007512103455,0.00022948386563216447,-0.08018633506011211,0.00044105904688791656,False
A,KRT5,VCT,5,0.1360716967280194,2.208780005915001e-09,0.10309895014175065,6.092539513598651e-06,False
A,MS4A1,VCT,5,0.06816525271089445,0.002826117989128831,0.08404872162468656,0.00022953750466071736,False
A,PAX5,VCT,5,0.0979709916506149,1.730772757899665e-05,0.08164602341593825,0.00034570785603233904,False
A,PCNA,VCT,5,0.1635853811744379,5.750422883338012e-13,0.11967346192181523,1.4785699839684057e-07,False
A,PDCD1,VCT,5,0.07831413630523963,0.0005993534848692582,0.08231547674932889,0.0003087595936855562,False
A,PECAM1,VCT,5,-0.12166895637731445,9.117510354007248e-08,-0.12528751301007984,3.7200031600256035e-08,False
A,PTPRC_1,VCT,5,-0.07271393689635204,0.0014434629807808972,-0.056577926215805714,0.013228719468584914,False
A,PTPRC_2,VCT,5,-0.07887686195939055,0.0005469477392271895,-0.09084911065988972,6.795276929351016e-05,False
A,SDC1,VCT,5,-0.015692938155403447,0.49228011790213805,0.03923391141865583,0.08591688243681384,False
A,VIM,VCT,5,-0.13824595191549155,1.215710326685317e-09,-0.08273519467310665,0.0002875148852512216,False
A,mouse_IgG1k,VCT,5,-0.041795258190997255,0.06731711124617869,-0.0900608941590498,7.859622861074321e-05,True
A,mouse_IgG2a,VCT,5,-0.033781332115059945,0.13926753100028325,-0.037017430769918515,0.10517794041114831,True
A,mouse_IgG2bk,VCT,5,-0.01645458476441676,0.47151323152713925,-0.04266681705816547,0.06179872151543086,True
A,rat_IgG2a,VCT,5,-0.006766426843139529,0.7671778468607673,0.010986141907695349,0.6307203835797602,True
A,ACTA2,EVT,6,-0.21749519021878705,5.856174220877751e-22,-0.2656185138695267,2.562133157234051e-32,False
A,BCL2,EVT,6,-0.23833410923271478,3.64478817537526e-26,-0.2911040782728055,9.385547000611145e-39,False
A,CCR7,EVT,6,0.08296466644940988,0.00027648633777676245,0.045016725492451094,0.048757526389303155,False
A,CD14,EVT,6,-0.006659726841997463,0.7707457340022794,-0.008474391117348176,0.7107837862804945,False
A,CD163,EVT,6,-0.21276246318830447,4.6219508217380085e-21,-0.2323643135197568,6.449269192024767e-25,False
A,CD19,EVT,6,0.10988026846258672,1.4182727039867036e-06,0.1777380391935542,4.5261608824796454e-15,False
A,CD27,EVT,6,-0.12063782689230851,1.1716319858515887e-07,-0.16542019920116552,3.14064214479842e-13,False
A,CD274,EVT,6,0.29019755660302304,1.6336093970481975e-38,0.30948624412718784,7.937901072004373e-44,False
A,CD3E,EVT,6,-0.1812156150444969,1.2918278503806289e-15,-0.2165943614597826,8.710168685893508e-22,False
A,CD4,EVT,6,0.09743763750065838,1.9237999676380662e-05,0.10877144044404587,1.8108477993806225e-06,False
A,CD40,EVT,6,0.15714196092050373,4.555736204715468e-12,0.19776980468320654,2.333622332501045e-18,False
A,CD68,EVT,6,0.20633360349952287,7.07479224272439e-20,0.22734292875166495,6.796322694252925e-24,False
A,CD8A,EVT,6,-0.08810692614394566,0.00011217182523434549,-0.13669561727700558,1.862746318089708e-09,False
A,CEACAM8,EVT,6,0.27129037871639705,1.0835610627259761e-33,0.3070883547297058,3.823163177516629e-43,False
A,CR2,EVT,6,0.13976774088865504,7.959862445941879e-10,0.1498938324343867,4.226794023907008e-11,False
A,CXCR5,EVT,6,0.11301971614838212,7.010216970052659e-07,0.15427853805126926,1.1124011489248841e-11,False
A,EPCAM,EVT,6,0.1600325765527751,1.819086796352971e-12,0.20123822930016466,5.771924819541524e-19,False
A,FCGR3A,EVT,6,-0.16633010009628416,2.3208289231466196e-13,-0.14690724507827385,1.0263305337371946e-10,False
A,HLA_DRA,EVT,6,0.19875974661432788,1.5703774634129593e-18,0.24816613011320762,2.6927354670865256e-28,False
A,ITGAM,EVT,6,0.020169710970313,0.37744405476438914,0.06891709301960525,0.0025356250693323937,False
A,ITGAX,EVT,6,-0.16337199801226393,6.166727988051583e-13,-0.2110896983598102,9.481406608403113e-21,False
A,KRT5,EVT,6,0.2492062312091589,1.581633677296285e-28,0.2914712447759402,7.494167827862037e-39,False
A,MS4A1,EVT,6,0.1468783965377406,1.0350727989352198e-10,0.20103265523646338,6.274683705466491e-19,False
A,PAX5,EVT,6,0.15559381375890413,7.39724245186217e-12,0.20102009696671455,6.306760328865784e-19,False
A,PCNA,EVT,6,0.19639967769661995,4.023713961207325e-18,0.2367658750685891,7.813484129714141e-26,False
A,PDCD1,EVT,6,0.1321587263022198,6.318667670872337e-09,0.17691729558206895,6.062479024745756e-15,False
A,PECAM1,EVT,6,0.0365367598522593,0.10977619650257248,0.012591197199950941,0.5816681713647425,False
A,PTPRC_1,EVT,6,-0.18722082284619654,1.3965873689166399e-16,-0.23063130295550394,1.4630285688983898e-24,False
A,PTPRC_2,EVT,6,-0.22118396799740248,1.131215798893293e-22,-0.2751221848636338,1.2244858910769892e-34,False
A,SDC1,EVT,6,0.09579661776550162,2.6544983637105868e-05,0.1560878240284686,6.3405238017666755e-12,False
A,VIM,EVT,6,-0.2008026288045673,6.888596906142402e-19,-0.23989582855198718,1.69620645806247e-26,False
A,mouse_IgG1k,EVT,6,-0.22066274175426562,1.4296554047379774e-22,-0.28314379180237964,1.1377441331759776e-36,True
A,mouse_IgG2a,EVT,6,-0.1247994963957249,4.204340653567797e-08,-0.13844551528599086,1.1503352613581952e-09,True
A,mouse_IgG2bk,EVT,6,-0.2566830561178914,3.206624366990899e-30,-0.31952924532490906,9.345286814780016e-47,True
A,rat_IgG2a,EVT,6,0.11726769280200143,2.6212814329814344e-07,0.15117920562397696,2.869461044581662e-11,True
A,ACTA2,HBC,8,0.21202429950834772,6.351148327852248e-21,0.3045312773944987,2.0112380445729336e-42,False
A,BCL2,HBC,8,0.20053908032027598,7.665086284318606e-19,0.3287406627453055,1.5262017352569373e-49,False
A,CCR7,HBC,8,0.04611134415298547,0.04352094215601901,-0.1208976719839383,1.100092553063794e-07,False
A,CD14,HBC,8,0.09229071446470583,5.191826455117396e-05,0.22565864751614456,1.4786808913110128e-23,False
A,CD163,HBC,8,0.09786463260063188,1.7677295486379512e-05,0.26933542628532664,3.251574339762122e-33,False
A,CD19,HBC,8,-0.2905636547898694,1.3063279722678775e-38,-0.27461681489323353,1.635731411521259e-34,False
A,CD27,HBC,8,0.1897147301253141,5.422228634239108e-17,0.23028899987170398,1.718597734485012e-24,False
A,CD274,HBC,8,-0.11351291144873034,6.26479665827084e-07,-0.2999965493074591,3.668602482298426e-41,False
A,CD3E,HBC,8,0.16858533268483755,1.0885427264073827e-13,0.3126898820692244,9.49756006098902e-45,False
A,CD4,HBC,8,-0.09662410657382774,2.2581483049221038e-05,-0.22409643441623106,3.023897004042682e-23,False
A,CD40,HBC,8,-0.22487784011556772,2.1157018075731183e-23,-0.2788368205380506,1.4302434989999653e-35,False
A,CD68,HBC,8,-0.044876822848818505,0.04946342954380465,-0.2801078495427386,6.807790613608587e-36,False
A,CD8A,HBC,8,0.26571267411940497,2.4325719182500077e-32,0.30856305547115104,1.456485792731287e-43,False
A,CEACAM8,HBC,8,-0.17380243724570812,1.8147382771406157e-14,-0.3067350959070774,4.8135283650695676e-43,False
A,CR2,HBC,8,-0.11260953267952195,7.694547465596366e-07,-0.26841325914106956,5.44305841044167e-33,False
A,CXCR5,HBC,8,-0.18993852801420774,4.977681615199116e-17,-0.26977109138956973,2.5473081410846325e-33,False
A,EPCAM,HBC,8,-0.23411998911204435,2.793439181560354e-25,-0.31110429329642014,2.725311129587764e-44,False
A,FCGR3A,HBC,8,-0.05647186411922709,0.013402166592729699,0.12761027248944673,2.0643205298706792e-08,False
A,HLA_DRA,HBC,8,-0.24878938553516272,1.9581655330586912e-28,-0.3325211374336879,1.0269660768111281e-50,False
A,ITGAM,HBC,8,-0.2379009904805248,4.501706146073522e-26,-0.2690515250502224,3.811283131350282e-33,False
A,ITGAX,HBC,8,0.24636907846565545,6.713077838846714e-28,0.3165958117097598,6.884290430675719e-46,False
A,KRT5,HBC,8,-0.2116163486051681,7.566814099608358e-21,-0.32088270877675695,3.6911345445724855e-47,False
